Name;Points;meanX;meanY;meanZ;SF#1 name;SF#1 valid values;SF#1 mean;SF#1 std.dev.;SF#1 sum;SF#2 name;SF#2 valid values;SF#2 mean;SF#2 std.dev.;SF#2 sum;SF#3 name;SF#3 valid values;SF#3 mean;SF#3 std.dev.;SF#3 sum;SF#4 name;SF#4 valid values;SF#4 mean;SF#4 std.dev.;SF#4 sum;SF#5 name;SF#5 valid values;SF#5 mean;SF#5 std.dev.;SF#5 sum;SF#6 name;SF#6 valid values;SF#6 mean;SF#6 std.dev.;SF#6 sum;SF#7 name;SF#7 valid values;SF#7 mean;SF#7 std.dev.;SF#7 sum;SF#8 name;SF#8 valid values;SF#8 mean;SF#8 std.dev.;SF#8 sum;SF#9 name;SF#9 valid values;SF#9 mean;SF#9 std.dev.;SF#9 sum;SF#10 name;SF#10 valid values;SF#10 mean;SF#10 std.dev.;SF#10 sum;SF#11 name;SF#11 valid values;SF#11 mean;SF#11 std.dev.;SF#11 sum;SF#12 name;SF#12 valid values;SF#12 mean;SF#12 std.dev.;SF#12 sum;SF#13 name;SF#13 valid values;SF#13 mean;SF#13 std.dev.;SF#13 sum;SF#14 name;SF#14 valid values;SF#14 mean;SF#14 std.dev.;SF#14 sum;
Vertical_M3C2 - Cloud_CC#2101;21;2282.58;1735.21;499.999;M3C2 distance;21;0.678221;0.477475;14.2426;distance uncertainty;20;0.691243;0.12561;13.8249;significant change;21;0.380952;0.485621;8;STD_cloud2;21;1.08458;0.172261;22.7762;STD_cloud1;21;0.890037;0.216163;18.6908;Npoints_cloud2;21;105.095;50.0846;2207;Npoints_cloud1;21;49.0952;32.0608;1031;Npoints cloud1 3D;21;40.8571;24.4254;858;Npoints cloud2 3D;21;87.1905;39.3647;1831;STD cloud1 3D;21;0.174401;0.0699638;3.66242;STD cloud2 3D;21;0.153873;0.0608735;3.23133;significant change 3D;21;1;0;21;distance uncertainty 3D;21;0.408756;0.0471456;8.58387;M3C2 distance 3D;21;0.558322;0.0982725;11.7248;
Vertical_M3C2 - Cloud_CC#2104;1941;2538.43;1817.92;523.454;M3C2 distance;1940;0.811806;0.479348;1574.9;distance uncertainty;1940;0.604212;0.0832699;1172.17;significant change;1941;0.636785;0.480926;1236;STD_cloud2;1941;1.13793;0.334367;2208.73;STD_cloud1;1940;1.15881;0.343235;2248.1;Npoints_cloud2;1941;267.945;74.2681;520081;Npoints_cloud1;1941;100.276;22.2101;194635;Npoints cloud1 3D;1941;74.6409;18.6281;144878;Npoints cloud2 3D;1941;199.724;54.8724;387664;STD cloud1 3D;1941;0.182951;0.079285;355.108;STD cloud2 3D;1941;0.119362;0.0721606;231.681;significant change 3D;1941;1;0;1941;distance uncertainty 3D;1941;0.380693;0.0244845;738.924;M3C2 distance 3D;1941;0.632002;0.30986;1226.72;
Vertical_M3C2 - Cloud_CC#2110;50;3930.36;3052.41;502.45;M3C2 distance;50;0.546335;0.182078;27.3167;distance uncertainty;50;0.890082;0.0349858;44.5041;significant change;50;0.02;0.14;1;STD_cloud2;50;1.23491;0.0708264;61.7455;STD_cloud1;50;1.21736;0.0814086;60.8682;Npoints_cloud2;50;192.64;8.8944;9632;Npoints_cloud1;50;20.44;1.7339;1022;Npoints cloud1 3D;50;14.86;1.45616;743;Npoints cloud2 3D;50;136.74;7.28508;6837;STD cloud1 3D;50;0.110905;0.0251195;5.54524;STD cloud2 3D;50;0.0990088;0.0181945;4.95044;significant change 3D;50;1;0;50;distance uncertainty 3D;50;0.392315;0.0128438;19.6158;M3C2 distance 3D;50;0.425121;0.0242496;21.2561;
Vertical_M3C2 - Cloud_CC#2125;24;1986.91;1163.27;500.585;M3C2 distance;24;0.995002;0.397939;23.88;distance uncertainty;24;0.850075;0.136776;20.4018;significant change;24;0.583333;0.493007;14;STD_cloud2;24;1.08374;0.145657;26.0097;STD_cloud1;24;0.969394;0.244492;23.2654;Npoints_cloud2;24;97.8333;17.3437;2348;Npoints_cloud1;24;18.1667;4.41273;436;Npoints cloud1 3D;24;12.8333;5.40576;308;Npoints cloud2 3D;24;75.375;13.6986;1809;STD cloud1 3D;24;0.243827;0.0541058;5.85184;STD cloud2 3D;24;0.244358;0.0431688;5.86459;significant change 3D;24;1;0;24;distance uncertainty 3D;24;0.489082;0.0466744;11.738;M3C2 distance 3D;24;0.661242;0.141499;15.8698;
Vertical_M3C2 - Cloud_CC#2141;34;4076.9;2580.06;505.297;M3C2 distance;33;1.43607;0.976585;47.3903;distance uncertainty;20;0.94561;0.22891;18.9122;significant change;34;0.470588;0.499134;16;STD_cloud2;34;1.17231;0.337604;39.8585;STD_cloud1;33;0.610347;0.49598;20.1414;Npoints_cloud2;34;114.324;25.1592;3887;Npoints_cloud1;34;6.02941;4.44234;205;Npoints cloud1 3D;34;27.6176;13.7156;939;Npoints cloud2 3D;34;336.941;134.523;11456;STD cloud1 3D;34;1.0461;0.517619;35.5674;STD cloud2 3D;34;1.14896;0.437;39.0645;significant change 3D;34;1;0;34;distance uncertainty 3D;34;0.730802;0.149862;24.8473;M3C2 distance 3D;34;1.20682;0.424769;41.0319;
Vertical_M3C2 - Cloud_CC#2150;83;1222.8;961.338;504.417;M3C2 distance;68;1.1865;0.637767;80.6821;distance uncertainty;55;0.684731;0.157727;37.6602;significant change;83;0.566265;0.495589;47;STD_cloud2;83;0.904208;0.238969;75.0493;STD_cloud1;68;0.698844;0.398796;47.5214;Npoints_cloud2;83;138.157;40.4304;11467;Npoints_cloud1;83;26.6024;24.3686;2208;Npoints cloud1 3D;83;35.5663;21.313;2952;Npoints cloud2 3D;83;258.518;158.826;21457;STD cloud1 3D;83;0.646147;0.632284;53.6302;STD cloud2 3D;83;0.63468;0.540696;52.6784;significant change 3D;83;1;0;83;distance uncertainty 3D;83;0.591087;0.268195;49.0602;M3C2 distance 3D;83;1.14467;0.766103;95.008;
Vertical_M3C2 - Cloud_CC#2159;1935;1761.7;1505.48;550.584;M3C2 distance;1898;1.38308;0.789027;2625.09;distance uncertainty;1785;0.742614;0.18579;1325.57;significant change;1935;0.752972;0.431283;1457;STD_cloud2;1935;0.990488;0.129487;1916.59;STD_cloud1;1898;0.887597;0.321268;1684.66;Npoints_cloud2;1935;204.67;88.7484;396037;Npoints_cloud1;1935;29.6661;24.6717;57404;Npoints cloud1 3D;1935;28.7711;24.5051;55672;Npoints cloud2 3D;1935;201.437;130.854;389781;STD cloud1 3D;1935;0.281831;0.276758;545.343;STD cloud2 3D;1935;0.151731;0.197427;293.6;significant change 3D;1935;1;0;1935;distance uncertainty 3D;1935;0.454224;0.0880362;878.924;M3C2 distance 3D;1935;1.20245;0.441435;2326.74;
Vertical_M3C2 - Cloud_CC#2160;23;1120.28;1451.39;505.871;M3C2 distance;22;0.567162;0.32691;12.4776;distance uncertainty;22;0.739122;0.123767;16.2607;significant change;23;0.217391;0.412471;5;STD_cloud2;23;0.938387;0.173627;21.5829;STD_cloud1;22;0.857644;0.30441;18.8682;Npoints_cloud2;23;115.478;33.1005;2656;Npoints_cloud1;23;21.1739;10.5115;487;Npoints cloud1 3D;23;19.5217;8.75696;449;Npoints cloud2 3D;23;112.565;61.2605;2589;STD cloud1 3D;23;0.154552;0.0502902;3.55471;STD cloud2 3D;23;0.144667;0.0535269;3.32734;significant change 3D;23;1;0;23;distance uncertainty 3D;23;0.409595;0.0152742;9.42069;M3C2 distance 3D;23;0.454425;0.0401788;10.4518;
Vertical_M3C2 - Cloud_CC#2163;31;2280.81;1722.61;507.169;M3C2 distance;15;1.41796;0.65711;21.2694;distance uncertainty;10;0.936959;0.174496;9.36959;significant change;31;0.225806;0.418112;7;STD_cloud2;31;1.36452;0.204412;42.3001;STD_cloud1;15;0.601729;0.426454;9.02593;Npoints_cloud2;31;74.3871;35.0895;2306;Npoints_cloud1;31;3.70968;7.43225;115;Npoints cloud1 3D;31;42.2258;19.8522;1309;Npoints cloud2 3D;31;268.774;99.0522;8332;STD cloud1 3D;31;0.619683;0.34269;19.2102;STD cloud2 3D;31;1.13527;0.475542;35.1934;significant change 3D;31;1;0;31;distance uncertainty 3D;31;0.574856;0.10453;17.8205;M3C2 distance 3D;31;0.906791;0.28814;28.1105;
Vertical_M3C2 - Cloud_CC#2167;22;3990.85;2727.76;502.798;M3C2 distance;22;0.481822;0.207409;10.6001;distance uncertainty;22;0.73761;0.0526831;16.2274;significant change;22;0.136364;0.343174;3;STD_cloud2;22;0.875607;0.0771012;19.2634;STD_cloud1;22;0.866296;0.125294;19.0585;Npoints_cloud2;22;158;18.9641;3476;Npoints_cloud1;22;20.2273;3.18992;445;Npoints cloud1 3D;22;15.8636;1.98392;349;Npoints cloud2 3D;22;130.318;19.6709;2867;STD cloud1 3D;22;0.130275;0.0237623;2.86605;STD cloud2 3D;22;0.127017;0.0279692;2.79438;significant change 3D;22;1;0;22;distance uncertainty 3D;22;0.401451;0.0120887;8.83192;M3C2 distance 3D;22;0.454989;0.0254645;10.0098;
Vertical_M3C2 - Cloud_CC#2173;36;1165.36;834.072;506.283;M3C2 distance;36;0.685338;0.287997;24.6722;distance uncertainty;36;0.769609;0.128542;27.7059;significant change;36;0.333333;0.471405;12;STD_cloud2;36;1.14945;0.144429;41.3801;STD_cloud1;36;1.11096;0.170183;39.9947;Npoints_cloud2;36;85.0556;19.7272;3062;Npoints_cloud1;36;44.7222;15.8177;1610;Npoints cloud1 3D;36;33.1111;14.0313;1192;Npoints cloud2 3D;36;68.3611;25.2544;2461;STD cloud1 3D;36;0.213607;0.0752965;7.68986;STD cloud2 3D;36;0.287756;0.119633;10.3592;significant change 3D;36;1;0;36;distance uncertainty 3D;36;0.440478;0.03347;15.8572;M3C2 distance 3D;36;0.501506;0.0709375;18.0542;
Vertical_M3C2 - Cloud_CC#2176;60;1294.45;922.05;510.296;M3C2 distance;60;0.942234;0.78563;56.534;distance uncertainty;53;0.888142;0.235814;47.0716;significant change;60;0.45;0.497494;27;STD_cloud2;60;1.10484;0.185641;66.2903;STD_cloud1;60;0.933973;0.490672;56.0384;Npoints_cloud2;60;67.4167;27.3473;4045;Npoints_cloud1;60;18.85;13.9425;1131;Npoints cloud1 3D;60;18.7667;11.055;1126;Npoints cloud2 3D;60;67.3;36.1092;4038;STD cloud1 3D;60;0.353365;0.173533;21.2019;STD cloud2 3D;60;0.267188;0.115642;16.0313;significant change 3D;60;1;0;60;distance uncertainty 3D;60;0.535478;0.113456;32.1287;M3C2 distance 3D;60;0.820707;0.295398;49.2424;
Vertical_M3C2 - Cloud_CC#2183;427;1697.95;1439.35;521.839;M3C2 distance;427;0.957792;0.526974;408.977;distance uncertainty;427;0.648715;0.108136;277.001;significant change;427;0.700234;0.458155;299;STD_cloud2;427;1.0274;0.205769;438.7;STD_cloud1;427;1.01365;0.205317;432.828;Npoints_cloud2;427;207.609;71.9856;88649;Npoints_cloud1;427;66.5808;30.5714;28430;Npoints cloud1 3D;427;51.6862;24.5307;22070;Npoints cloud2 3D;427;163.726;72.3535;69911;STD cloud1 3D;427;0.201242;0.0819826;85.9305;STD cloud2 3D;427;0.133068;0.0459061;56.8199;significant change 3D;427;1;0;427;distance uncertainty 3D;427;0.400785;0.0386311;171.135;M3C2 distance 3D;427;0.667245;0.217363;284.913;
Vertical_M3C2 - Cloud_CC#2187;49;1105.91;1654.82;511.071;M3C2 distance;49;0.565335;0.200775;27.7014;distance uncertainty;49;0.668075;0.0447635;32.7357;significant change;49;0.326531;0.468944;16;STD_cloud2;49;0.972713;0.0669625;47.6629;STD_cloud1;49;0.956223;0.0725016;46.8549;Npoints_cloud2;49;217.816;15.5599;10673;Npoints_cloud1;49;38.5306;7.97727;1888;Npoints cloud1 3D;49;30.7347;6.81168;1506;Npoints cloud2 3D;49;172.408;15.5379;8448;STD cloud1 3D;49;0.111915;0.0286148;5.48384;STD cloud2 3D;49;0.0891507;0.0287976;4.36838;significant change 3D;49;1;0;49;distance uncertainty 3D;49;0.376725;0.0139947;18.4595;M3C2 distance 3D;49;0.442589;0.0448952;21.6868;
Vertical_M3C2 - Cloud_CC#2197;120;2449.15;2207.44;508.459;M3C2 distance;119;1.10538;0.527645;131.54;distance uncertainty;110;0.797615;0.152513;87.7376;significant change;120;0.683333;0.465176;82;STD_cloud2;120;1.00162;0.118637;120.195;STD_cloud1;119;0.890489;0.344053;105.968;Npoints_cloud2;120;181.092;71.8034;21731;Npoints_cloud1;120;17.6917;8.99055;2123;Npoints cloud1 3D;120;16.3333;6.59208;1960;Npoints cloud2 3D;120;186.45;148.23;22374;STD cloud1 3D;120;0.255107;0.100176;30.6129;STD cloud2 3D;120;0.140892;0.0731223;16.9071;significant change 3D;120;1;0;120;distance uncertainty 3D;120;0.467013;0.0502899;56.0416;M3C2 distance 3D;120;0.867624;0.291547;104.115;
Vertical_M3C2 - Cloud_CC#2210;40;3976.91;3145.88;507.151;M3C2 distance;37;0.991134;0.801385;36.672;distance uncertainty;23;1.1897;0.303485;27.3632;significant change;40;0.1;0.3;4;STD_cloud2;40;1.34764;0.289641;53.9058;STD_cloud1;37;1.08395;0.456282;40.106;Npoints_cloud2;40;119.825;24.1235;4793;Npoints_cloud1;40;6.325;4.17365;253;Npoints cloud1 3D;40;11.15;5.04257;446;Npoints cloud2 3D;40;230.375;104.521;9215;STD cloud1 3D;40;0.417735;0.203667;16.7094;STD cloud2 3D;40;0.412041;0.223195;16.4817;significant change 3D;40;1;0;40;distance uncertainty 3D;40;0.590107;0.119597;23.6043;M3C2 distance 3D;40;0.762615;0.249768;30.5046;
Vertical_M3C2 - Cloud_CC#2227;35;2238.87;1672.64;509.067;M3C2 distance;35;0.88269;0.78365;30.8941;distance uncertainty;35;0.795938;0.203326;27.8578;significant change;35;0.714286;0.451754;25;STD_cloud2;35;1.04578;0.150194;36.6021;STD_cloud1;35;1.05561;0.247398;36.9462;Npoints_cloud2;35;309.971;146.139;10849;Npoints_cloud1;35;27.6286;10.3595;967;Npoints cloud1 3D;35;28.2286;20.5622;988;Npoints cloud2 3D;35;318.057;305.482;11132;STD cloud1 3D;35;0.394152;0.633215;13.7953;STD cloud2 3D;35;0.284376;0.567213;9.95315;significant change 3D;35;1;0;35;distance uncertainty 3D;35;0.464758;0.11437;16.2665;M3C2 distance 3D;35;0.70921;0.362833;24.8224;
Vertical_M3C2 - Cloud_CC#2231;106;2620.63;2047.99;514.598;M3C2 distance;106;0.694723;0.346096;73.6406;distance uncertainty;104;0.816765;0.121141;84.9435;significant change;106;0.424528;0.494271;45;STD_cloud2;106;1.02637;0.106072;108.795;STD_cloud1;106;1.00472;0.218788;106.501;Npoints_cloud2;106;129.623;30.7388;13740;Npoints_cloud1;106;22.5189;10.4315;2387;Npoints cloud1 3D;106;18.3585;8.49993;1946;Npoints cloud2 3D;106;105.547;47.5811;11188;STD cloud1 3D;106;0.177073;0.0447709;18.7697;STD cloud2 3D;106;0.108788;0.0378731;11.5315;significant change 3D;106;1;0;106;distance uncertainty 3D;106;0.423691;0.0276765;44.9112;M3C2 distance 3D;106;0.653422;0.143994;69.2627;
Vertical_M3C2 - Cloud_CC#2240;30;1158.71;821.85;509.297;M3C2 distance;30;0.494915;0.356576;14.8474;distance uncertainty;30;0.729152;0.0993577;21.8746;significant change;30;0.266667;0.442217;8;STD_cloud2;30;1.04655;0.155579;31.3965;STD_cloud1;30;1.00593;0.262273;30.178;Npoints_cloud2;30;94.0667;23.0245;2822;Npoints_cloud1;30;38.0333;7.44976;1141;Npoints cloud1 3D;30;28.1333;8.233;844;Npoints cloud2 3D;30;73.8;18.7001;2214;STD cloud1 3D;30;0.136381;0.0340605;4.09144;STD cloud2 3D;30;0.206991;0.0280036;6.20973;significant change 3D;30;1;0;30;distance uncertainty 3D;30;0.405336;0.0192172;12.1601;M3C2 distance 3D;30;0.46158;0.0440436;13.8474;
Vertical_M3C2 - Cloud_CC#2244;252;1459.56;982.322;513.692;M3C2 distance;252;0.771549;0.505565;194.43;distance uncertainty;252;0.67977;0.0965324;171.302;significant change;252;0.531746;0.498991;134;STD_cloud2;252;1.18941;0.277288;299.731;STD_cloud1;252;1.1804;0.302634;297.461;Npoints_cloud2;252;152.357;35.2086;38394;Npoints_cloud1;252;72.4841;19.6996;18266;Npoints cloud1 3D;252;52.7341;19.2235;13289;Npoints cloud2 3D;252;110.845;30.6487;27933;STD cloud1 3D;252;0.185416;0.0499503;46.7249;STD cloud2 3D;252;0.148155;0.0521811;37.335;significant change 3D;252;1;0;252;distance uncertainty 3D;252;0.395869;0.0260313;99.759;M3C2 distance 3D;252;0.56218;0.108956;141.669;
Vertical_M3C2 - Cloud_CC#2246;28;1485.65;1000.46;509.299;M3C2 distance;28;0.674787;0.115177;18.894;distance uncertainty;28;0.581138;0.050654;16.2719;significant change;28;0.75;0.433013;21;STD_cloud2;28;0.949254;0.243979;26.5791;STD_cloud1;28;0.964677;0.200262;27.011;Npoints_cloud2;28;137.5;12.2897;3850;Npoints_cloud1;28;104.679;8.24211;2931;Npoints cloud1 3D;28;84.2857;12.2878;2360;Npoints cloud2 3D;28;110.214;19.6275;3086;STD cloud1 3D;28;0.238646;0.0501855;6.68208;STD cloud2 3D;28;0.182067;0.0345278;5.09787;significant change 3D;28;1;0;28;distance uncertainty 3D;28;0.396146;0.0142886;11.0921;M3C2 distance 3D;28;0.558999;0.0887484;15.652;
Vertical_M3C2 - Cloud_CC#2250;79;2105.58;1157.31;511.665;M3C2 distance;79;1.08828;0.702447;85.9741;distance uncertainty;74;0.890505;0.31056;65.8974;significant change;79;0.531646;0.498998;42;STD_cloud2;79;1.03483;0.198465;81.7514;STD_cloud1;79;0.838848;0.387022;66.269;Npoints_cloud2;79;105.848;24.1079;8362;Npoints_cloud1;79;17.5949;13.4753;1390;Npoints cloud1 3D;79;25.3797;17.0028;2005;Npoints cloud2 3D;79;163.557;125.511;12921;STD cloud1 3D;79;0.257769;0.196256;20.3638;STD cloud2 3D;79;0.205681;0.157701;16.2488;significant change 3D;79;1;0;79;distance uncertainty 3D;79;0.444607;0.0556221;35.1239;M3C2 distance 3D;79;0.582326;0.128794;46.0038;
Vertical_M3C2 - Cloud_CC#2251;24;1568.41;1368.72;509.304;M3C2 distance;14;0.916778;0.55341;12.8349;distance uncertainty;7;0.71059;0.0813594;4.97413;significant change;24;0.208333;0.406116;5;STD_cloud2;24;1.15512;0.360603;27.7229;STD_cloud1;14;0.330074;0.265224;4.62104;Npoints_cloud2;24;68.7917;31.3674;1651;Npoints_cloud1;24;3.29167;4.58693;79;Npoints cloud1 3D;24;22.5833;9.66487;542;Npoints cloud2 3D;24;205.25;87.4458;4926;STD cloud1 3D;24;0.628626;0.318451;15.087;STD cloud2 3D;24;0.929988;0.366828;22.3197;significant change 3D;24;1;0;24;distance uncertainty 3D;24;0.624432;0.0967897;14.9864;M3C2 distance 3D;24;1.00861;0.298577;24.2066;
Vertical_M3C2 - Cloud_CC#2254;11719;1040.19;1341.8;578.776;M3C2 distance;11597;4.26549;3.08694;49466.9;distance uncertainty;11185;0.552091;0.10733;6175.13;significant change;11719;0.922178;0.267892;10807;STD_cloud2;11719;0.680371;0.217768;7973.26;STD_cloud1;11597;0.643641;0.249227;7464.31;Npoints_cloud2;11719;212.232;66.7723;2.48714e+06;Npoints_cloud1;11719;59.9552;33.24;702615;Npoints cloud1 3D;11719;57.246;30.2884;670866;Npoints cloud2 3D;11719;218.988;164.311;2.56632e+06;STD cloud1 3D;11719;0.37089;0.223302;4346.46;STD cloud2 3D;11719;0.118226;0.148383;1385.48;significant change 3D;11719;1;0;11719;distance uncertainty 3D;11719;0.446216;0.0729604;5229.21;M3C2 distance 3D;11719;4.01193;2.96727;47015.8;
Vertical_M3C2 - Cloud_CC#2259;24;2294.58;1755.97;511.277;M3C2 distance;15;3.15075;1.96988;47.2612;distance uncertainty;7;1.22964;0.368136;8.6075;significant change;24;0.291667;0.45453;7;STD_cloud2;24;1.50276;0.450161;36.0663;STD_cloud1;15;0.747466;0.829788;11.212;Npoints_cloud2;24;43.7917;11.8532;1051;Npoints_cloud1;24;3.375;4.89738;81;Npoints cloud1 3D;24;15.0833;6.7139;362;Npoints cloud2 3D;24;140.958;15.9934;3383;STD cloud1 3D;24;0.734229;0.259801;17.6215;STD cloud2 3D;24;1.04937;0.341478;25.1849;significant change 3D;24;1;0;24;distance uncertainty 3D;24;0.761557;0.147573;18.2774;M3C2 distance 3D;24;1.33119;0.482004;31.9486;
Vertical_M3C2 - Cloud_CC#2261;51;2279.72;1757.66;511.87;M3C2 distance;51;0.886303;0.878625;45.2014;distance uncertainty;47;0.976453;0.363382;45.8933;significant change;51;0.607843;0.488231;31;STD_cloud2;51;1.07143;0.33736;54.643;STD_cloud1;51;1.14731;0.687089;58.5129;Npoints_cloud2;51;99.4902;51.4829;5074;Npoints_cloud1;51;17.2941;8.74541;882;Npoints cloud1 3D;51;21.1765;11.3063;1080;Npoints cloud2 3D;51;123.784;72.6183;6313;STD cloud1 3D;51;0.555067;0.415898;28.3084;STD cloud2 3D;51;0.385935;0.331374;19.6827;significant change 3D;51;1;0;51;distance uncertainty 3D;51;0.586351;0.135439;29.9039;M3C2 distance 3D;51;0.892866;0.276867;45.5362;
Vertical_M3C2 - Cloud_CC#2262;223;2612.05;1917.23;520.433;M3C2 distance;223;1.30729;0.663657;291.526;distance uncertainty;223;0.843038;0.181487;187.997;significant change;223;0.699552;0.458453;156;STD_cloud2;223;1.08024;0.246327;240.894;STD_cloud1;223;1.13617;0.244808;253.367;Npoints_cloud2;223;77.7848;48.1476;17346;Npoints_cloud1;223;43.2601;17.9859;9647;Npoints cloud1 3D;223;34.7444;22.3218;7748;Npoints cloud2 3D;223;59.3498;37.4339;13235;STD cloud1 3D;223;0.225696;0.0723198;50.3302;STD cloud2 3D;223;0.144816;0.0765946;32.294;significant change 3D;223;1;0;223;distance uncertainty 3D;223;0.44047;0.0463234;98.2249;M3C2 distance 3D;223;0.812579;0.246053;181.205;
Vertical_M3C2 - Cloud_CC#2270;46;4001.71;2729.35;510.349;M3C2 distance;46;0.673625;0.361799;30.9868;distance uncertainty;46;0.784937;0.118492;36.1071;significant change;46;0.369565;0.482687;17;STD_cloud2;46;0.943694;0.135116;43.4099;STD_cloud1;46;0.853382;0.176104;39.2556;Npoints_cloud2;46;131.413;28.9073;6045;Npoints_cloud1;46;17.1304;3.79707;788;Npoints cloud1 3D;46;14.087;4.06376;648;Npoints cloud2 3D;46;105.37;27.8125;4847;STD cloud1 3D;46;0.16517;0.0400813;7.5978;STD cloud2 3D;46;0.259078;0.0638215;11.9176;significant change 3D;46;1;0;46;distance uncertainty 3D;46;0.437803;0.0243514;20.139;M3C2 distance 3D;46;0.600266;0.101533;27.6122;
Vertical_M3C2 - Cloud_CC#2272;20;3612.38;2930.7;509.82;M3C2 distance;20;0.509011;0.157772;10.1802;distance uncertainty;20;0.834795;0.0647306;16.6959;significant change;20;0;0;0;STD_cloud2;20;0.989725;0.145552;19.7945;STD_cloud1;20;1.03849;0.117811;20.7699;Npoints_cloud2;20;295;21.806;5900;Npoints_cloud1;20;17.45;1.11692;349;Npoints cloud1 3D;20;13.5;1.28452;270;Npoints cloud2 3D;20;234.3;26.4501;4686;STD cloud1 3D;20;0.155615;0.0247751;3.11231;STD cloud2 3D;20;0.158138;0.0237209;3.16277;significant change 3D;20;1;0;20;distance uncertainty 3D;20;0.419328;0.0165525;8.38655;M3C2 distance 3D;20;0.452867;0.0313626;9.05734;
Vertical_M3C2 - Cloud_CC#2293;120;1067.03;1525.8;515.772;M3C2 distance;114;1.45229;1.10139;165.561;distance uncertainty;77;0.915024;0.218795;70.4568;significant change;120;0.408333;0.491525;49;STD_cloud2;120;0.938678;0.241322;112.641;STD_cloud1;114;0.646945;0.410443;73.7518;Npoints_cloud2;120;62.0083;36.9559;7441;Npoints_cloud1;120;11.425;11.7215;1371;Npoints cloud1 3D;120;20.6167;13.0065;2474;Npoints cloud2 3D;120;133.467;114.44;16016;STD cloud1 3D;120;0.298524;0.169231;35.8229;STD cloud2 3D;120;0.210595;0.085971;25.2714;significant change 3D;120;1;0;120;distance uncertainty 3D;120;0.482026;0.0569662;57.8431;M3C2 distance 3D;120;0.856291;0.241694;102.755;
Vertical_M3C2 - Cloud_CC#2295;26;1377.2;1553.27;511.533;M3C2 distance;26;0.706977;0.446577;18.3814;distance uncertainty;26;0.826923;0.124647;21.5;significant change;26;0.384615;0.486504;10;STD_cloud2;26;1.09853;0.113874;28.5618;STD_cloud1;26;0.973869;0.215136;25.3206;Npoints_cloud2;26;93.6154;17.4402;2434;Npoints_cloud1;26;20.5;5.18318;533;Npoints cloud1 3D;26;15.4615;5.73941;402;Npoints cloud2 3D;26;70.0769;15.6425;1822;STD cloud1 3D;26;0.188648;0.0269225;4.90484;STD cloud2 3D;26;0.105281;0.0445982;2.73729;significant change 3D;26;1;0;26;distance uncertainty 3D;26;0.436357;0.0228882;11.3453;M3C2 distance 3D;26;0.540691;0.0405725;14.058;
Vertical_M3C2 - Cloud_CC#2303;43;2401.84;2255.02;512.229;M3C2 distance;42;1.20397;0.55312;50.5666;distance uncertainty;41;0.685905;0.184696;28.1221;significant change;43;0.790698;0.406811;34;STD_cloud2;43;0.81565;0.194221;35.073;STD_cloud1;42;0.737621;0.442996;30.9801;Npoints_cloud2;43;161.163;48.0392;6930;Npoints_cloud1;43;20.3953;5.78345;877;Npoints cloud1 3D;43;18.2558;4.64104;785;Npoints cloud2 3D;43;151.721;45.83;6524;STD cloud1 3D;43;0.345814;0.0890218;14.87;STD cloud2 3D;43;0.248664;0.085928;10.6926;significant change 3D;43;1;0;43;distance uncertainty 3D;43;0.502412;0.0423686;21.6037;M3C2 distance 3D;43;0.901951;0.277064;38.7839;
Vertical_M3C2 - Cloud_CC#2304;582;3332.69;2433.43;535.48;M3C2 distance;582;0.853677;0.5778;496.84;distance uncertainty;577;0.870815;0.157623;502.46;significant change;582;0.448454;0.497336;261;STD_cloud2;582;1.19741;0.296689;696.892;STD_cloud1;582;1.11118;0.319352;646.706;Npoints_cloud2;582;105.845;32.8409;61602;Npoints_cloud1;582;24.2405;11.9886;14108;Npoints cloud1 3D;582;18.8522;9.63913;10972;Npoints cloud2 3D;582;84.4845;45.9906;49170;STD cloud1 3D;582;0.208051;0.11867;121.086;STD cloud2 3D;582;0.161408;0.0962561;93.9395;significant change 3D;582;1;0;582;distance uncertainty 3D;582;0.438817;0.0428443;255.391;M3C2 distance 3D;582;0.642826;0.174236;374.125;
Vertical_M3C2 - Cloud_CC#2306;39;3342.32;2532.07;516.034;M3C2 distance;39;0.727886;0.175953;28.3876;distance uncertainty;39;0.674267;0.0596988;26.2964;significant change;39;0.641026;0.4797;25;STD_cloud2;39;0.98389;0.042688;38.3717;STD_cloud1;39;1.08927;0.144174;42.4814;Npoints_cloud2;39;329.487;8.63467;12850;Npoints_cloud1;39;44.6667;6.00996;1742;Npoints cloud1 3D;39;35.1282;6.06875;1370;Npoints cloud2 3D;39;258.923;7.91747;10098;STD cloud1 3D;39;0.303892;0.08238;11.8518;STD cloud2 3D;39;0.0685523;0.0214546;2.67354;significant change 3D;39;1;0;39;distance uncertainty 3D;39;0.434225;0.0244778;16.9348;M3C2 distance 3D;39;0.543641;0.0821696;21.202;
