Name;Points;meanX;meanY;meanZ;SF#1 name;SF#1 valid values;SF#1 mean;SF#1 std.dev.;SF#1 sum;SF#2 name;SF#2 valid values;SF#2 mean;SF#2 std.dev.;SF#2 sum;SF#3 name;SF#3 valid values;SF#3 mean;SF#3 std.dev.;SF#3 sum;SF#4 name;SF#4 valid values;SF#4 mean;SF#4 std.dev.;SF#4 sum;SF#5 name;SF#5 valid values;SF#5 mean;SF#5 std.dev.;SF#5 sum;SF#6 name;SF#6 valid values;SF#6 mean;SF#6 std.dev.;SF#6 sum;SF#7 name;SF#7 valid values;SF#7 mean;SF#7 std.dev.;SF#7 sum;SF#8 name;SF#8 valid values;SF#8 mean;SF#8 std.dev.;SF#8 sum;SF#9 name;SF#9 valid values;SF#9 mean;SF#9 std.dev.;SF#9 sum;SF#10 name;SF#10 valid values;SF#10 mean;SF#10 std.dev.;SF#10 sum;SF#11 name;SF#11 valid values;SF#11 mean;SF#11 std.dev.;SF#11 sum;SF#12 name;SF#12 valid values;SF#12 mean;SF#12 std.dev.;SF#12 sum;SF#13 name;SF#13 valid values;SF#13 mean;SF#13 std.dev.;SF#13 sum;SF#14 name;SF#14 valid values;SF#14 mean;SF#14 std.dev.;SF#14 sum;
Vertical_M3C2 - Cloud_CC#434;1435;1961.36;1258.45;439.514;M3C2 distance;1431;0.86626;0.683207;1239.62;distance uncertainty;1395;0.713492;0.156628;995.321;significant change;1435;0.546341;0.497848;784;STD_cloud2;1435;1.11251;0.254097;1596.45;STD_cloud1;1431;1.05293;0.318286;1506.75;Npoints_cloud2;1435;155.53;113.799;223186;Npoints_cloud1;1435;58.3833;31.0614;83780;Npoints cloud1 3D;1435;47.8049;24.6585;68600;Npoints cloud2 3D;1435;135.847;120.391;194941;STD cloud1 3D;1435;0.245238;0.158379;351.917;STD cloud2 3D;1435;0.187867;0.151772;269.589;significant change 3D;1435;1;0;1435;distance uncertainty 3D;1435;0.421698;0.0514146;605.136;M3C2 distance 3D;1435;0.665641;0.256825;955.194;
Vertical_M3C2 - Cloud_CC#440;36;2211.36;1333.6;416.221;M3C2 distance;36;0.845536;0.357503;30.4393;distance uncertainty;36;0.849063;0.0797498;30.5663;significant change;36;0.5;0.5;18;STD_cloud2;36;1.5422;0.291644;55.5192;STD_cloud1;36;1.50272;0.345537;54.0981;Npoints_cloud2;36;86.5556;15.3902;3116;Npoints_cloud1;36;60.9167;25.4377;2193;Npoints cloud1 3D;36;36.4444;14.272;1312;Npoints cloud2 3D;36;56.3333;11.098;2028;STD cloud1 3D;36;0.209582;0.0568439;7.54496;STD cloud2 3D;36;0.181875;0.0693539;6.54749;significant change 3D;36;1;0;36;distance uncertainty 3D;36;0.421749;0.0249184;15.183;M3C2 distance 3D;36;0.452426;0.0401756;16.2873;
Vertical_M3C2 - Cloud_CC#445;4225;2695.16;1768.85;433.16;M3C2 distance;4138;3.19366;2.44806;13215.4;distance uncertainty;3917;0.646649;0.192298;2532.92;significant change;4225;0.861302;0.345631;3639;STD_cloud2;4225;0.572296;0.331679;2417.95;STD_cloud1;4138;0.740686;0.385115;3064.96;Npoints_cloud2;4225;119.333;68.2406;504181;Npoints_cloud1;4225;38.9607;28.1756;164609;Npoints cloud1 3D;4225;36.6357;24.2503;154786;Npoints cloud2 3D;4225;134.642;102.041;568861;STD cloud1 3D;4225;0.524765;0.301086;2217.13;STD cloud2 3D;4225;0.200935;0.15647;848.952;significant change 3D;4225;1;0;4225;distance uncertainty 3D;4225;0.548432;0.149419;2317.12;M3C2 distance 3D;4225;2.85415;2.08013;12058.8;
Vertical_M3C2 - Cloud_CC#446;21;3133.44;1697.35;415.853;M3C2 distance;21;0.867803;0.321968;18.2239;distance uncertainty;21;0.673679;0.0375072;14.1473;significant change;21;0.714286;0.451754;15;STD_cloud2;21;1.03259;0.0680537;21.6843;STD_cloud1;21;1.03256;0.147583;21.6838;Npoints_cloud2;21;109.143;16.8701;2292;Npoints_cloud1;21;56.5238;13.0078;1187;Npoints cloud1 3D;21;41.0476;11.9143;862;Npoints cloud2 3D;21;82.8571;15.5266;1740;STD cloud1 3D;21;0.126958;0.0127476;2.66612;STD cloud2 3D;21;0.0653373;0.0191535;1.37208;significant change 3D;21;1;0;21;distance uncertainty 3D;21;0.376565;0.00863023;7.90786;M3C2 distance 3D;21;0.447438;0.0446561;9.3962;
Vertical_M3C2 - Cloud_CC#448;29;3233.65;1793.52;417.784;M3C2 distance;26;1.93046;1.23023;50.1921;distance uncertainty;7;0.814934;0.0583507;5.70454;significant change;29;0.206897;0.405081;6;STD_cloud2;29;1.19883;0.225595;34.7661;STD_cloud1;26;0.263092;0.223356;6.8404;Npoints_cloud2;29;91.4138;24.913;2651;Npoints_cloud1;29;3.10345;2.73351;90;Npoints cloud1 3D;29;9.58621;4.19784;278;Npoints cloud2 3D;29;241.241;83.782;6996;STD cloud1 3D;29;0.23255;0.0925119;6.74395;STD cloud2 3D;29;0.302598;0.0740698;8.77535;significant change 3D;29;1;0;29;distance uncertainty 3D;29;0.488392;0.0472209;14.1634;M3C2 distance 3D;29;0.861862;0.269143;24.994;
Vertical_M3C2 - Cloud_CC#450;157;3229.03;1846.6;418.773;M3C2 distance;157;0.560621;0.277635;88.0175;distance uncertainty;157;0.658035;0.0607911;103.311;significant change;157;0.305732;0.460717;48;STD_cloud2;157;0.996402;0.119967;156.435;STD_cloud1;157;0.999022;0.133738;156.846;Npoints_cloud2;157;177.815;38.6407;27917;Npoints_cloud1;157;49.0955;11.0666;7708;Npoints cloud1 3D;157;38.3439;9.18994;6020;Npoints cloud2 3D;157;138.898;33.411;21807;STD cloud1 3D;157;0.128742;0.0260829;20.2125;STD cloud2 3D;157;0.101841;0.036928;15.989;significant change 3D;157;1;0;157;distance uncertainty 3D;157;0.379657;0.0142348;59.6062;M3C2 distance 3D;157;0.44373;0.0419814;69.6656;
Vertical_M3C2 - Cloud_CC#459;99;3840.02;2465.46;415.721;M3C2 distance;98;0.60014;0.194657;58.8137;distance uncertainty;93;0.503575;0.110657;46.8324;significant change;99;0.686869;0.463767;68;STD_cloud2;99;0.384853;0.208545;38.1005;STD_cloud1;98;0.311795;0.195449;30.5559;Npoints_cloud2;99;129.929;37.6422;12863;Npoints_cloud1;99;16.404;7.57577;1624;Npoints cloud1 3D;99;19.0303;11.6658;1884;Npoints cloud2 3D;99;152.131;84.5098;15061;STD cloud1 3D;99;0.191311;0.109865;18.9398;STD cloud2 3D;99;0.210191;0.0951365;20.8089;significant change 3D;99;1;0;99;distance uncertainty 3D;99;0.429291;0.0328039;42.4998;M3C2 distance 3D;99;0.541833;0.0554307;53.6414;
Vertical_M3C2 - Cloud_CC#462;439;3679.39;2647.41;424.92;M3C2 distance;439;1.00938;0.654699;443.118;distance uncertainty;428;0.775794;0.136189;332.04;significant change;439;0.580866;0.493417;255;STD_cloud2;439;1.04327;0.121511;457.994;STD_cloud1;439;0.954019;0.278667;418.814;Npoints_cloud2;439;177.253;37.4262;77814;Npoints_cloud1;439;24.0251;11.5256;10547;Npoints cloud1 3D;439;20.7859;10.5922;9125;Npoints cloud2 3D;439;157.713;89.8065;69236;STD cloud1 3D;439;0.218545;0.116607;95.9412;STD cloud2 3D;439;0.122529;0.0571728;53.7901;significant change 3D;439;1;0;439;distance uncertainty 3D;439;0.435533;0.0521995;191.199;M3C2 distance 3D;439;0.860351;0.307186;377.694;
Vertical_M3C2 - Cloud_CC#465;133;3850.44;3015.55;418.541;M3C2 distance;133;1.3433;0.748059;178.659;distance uncertainty;133;0.761638;0.346091;101.298;significant change;133;0.796992;0.402238;106;STD_cloud2;133;0.974038;0.118583;129.547;STD_cloud1;133;0.889794;0.577577;118.343;Npoints_cloud2;133;229.594;19.0322;30536;Npoints_cloud1;133;20.9248;4.62036;2783;Npoints cloud1 3D;133;18.5188;5.32493;2463;Npoints cloud2 3D;133;203.436;81.432;27057;STD cloud1 3D;133;0.342672;0.134817;45.5754;STD cloud2 3D;133;0.164523;0.195657;21.8816;significant change 3D;133;1;0;133;distance uncertainty 3D;133;0.495131;0.0681939;65.8524;M3C2 distance 3D;133;1.15766;0.501757;153.968;
Vertical_M3C2 - Cloud_CC#466;138;3813.73;3028.93;417.555;M3C2 distance;138;0.910465;0.407138;125.644;distance uncertainty;138;0.629086;0.102749;86.8139;significant change;138;0.717391;0.450268;99;STD_cloud2;138;0.744498;0.0955294;102.741;STD_cloud1;138;0.70867;0.251486;97.7965;Npoints_cloud2;138;206.138;43.9771;28447;Npoints_cloud1;138;26.8116;6.05716;3700;Npoints cloud1 3D;138;23.5145;5.64818;3245;Npoints cloud2 3D;138;177.493;40.9526;24494;STD cloud1 3D;138;0.226307;0.0781903;31.2304;STD cloud2 3D;138;0.0889226;0.0352099;12.2713;significant change 3D;138;1;0;138;distance uncertainty 3D;138;0.429787;0.0417494;59.3106;M3C2 distance 3D;138;0.816632;0.274238;112.695;
Vertical_M3C2 - Cloud_CC#477;59;3631.87;1992.98;419.427;M3C2 distance;59;0.558988;0.215859;32.9803;distance uncertainty;59;0.687806;0.143673;40.5806;significant change;59;0.20339;0.40252;12;STD_cloud2;59;0.935953;0.159115;55.2212;STD_cloud1;59;0.92505;0.181029;54.578;Npoints_cloud2;59;208.932;38.7215;12327;Npoints_cloud1;59;34.9322;10.015;2061;Npoints cloud1 3D;59;29.8475;9.30794;1761;Npoints cloud2 3D;59;183.051;59.4747;10800;STD cloud1 3D;59;0.182895;0.0755277;10.7908;STD cloud2 3D;59;0.16255;0.0601019;9.59047;significant change 3D;59;1;0;59;distance uncertainty 3D;59;0.404355;0.0234646;23.857;M3C2 distance 3D;59;0.433407;0.0403662;25.571;
Vertical_M3C2 - Cloud_CC#487;1929;3568.83;2472.02;446.265;M3C2 distance;1929;0.856186;0.28173;1651.58;distance uncertainty;1929;0.644534;0.0325595;1243.31;significant change;1929;0.755314;0.429901;1457;STD_cloud2;1929;1.03125;0.106147;1989.29;STD_cloud1;1929;1.0301;0.107293;1987.07;Npoints_cloud2;1929;241.217;62.3705;465307;Npoints_cloud1;1929;52.351;6.7446;100985;Npoints cloud1 3D;1929;40.4474;5.75105;78023;Npoints cloud2 3D;1929;186.47;48.558;359700;STD cloud1 3D;1929;0.14174;0.0395675;273.416;STD cloud2 3D;1929;0.0995364;0.032431;192.006;significant change 3D;1929;1;0;1929;distance uncertainty 3D;1929;0.380083;0.0131349;733.181;M3C2 distance 3D;1929;0.675706;0.19092;1303.44;
Vertical_M3C2 - Cloud_CC#494;5795;3725.07;3091.84;465.599;M3C2 distance;5660;2.99614;2.44918;16958.2;distance uncertainty;4644;0.941726;0.272612;4373.38;significant change;5795;0.629336;0.482983;3647;STD_cloud2;5795;1.00662;0.191234;5833.35;STD_cloud1;5660;0.867913;0.467225;4912.39;Npoints_cloud2;5795;239.019;59.0637;1.38512e+06;Npoints_cloud1;5795;8.9472;4.85482;51849;Npoints cloud1 3D;5795;11.6483;5.87602;67502;Npoints cloud2 3D;5795;349.458;272.625;2.02511e+06;STD cloud1 3D;5795;0.431382;0.282773;2499.86;STD cloud2 3D;5795;0.175541;0.202325;1017.26;significant change 3D;5795;1;0;5795;distance uncertainty 3D;5795;0.589325;0.149732;3415.14;M3C2 distance 3D;5795;2.4712;1.91771;14320.6;
Vertical_M3C2 - Cloud_CC#495;31;2797.97;1266.77;423.73;M3C2 distance;31;0.603452;0.212274;18.707;distance uncertainty;31;0.804941;0.104174;24.9532;significant change;31;0.0967742;0.29565;3;STD_cloud2;31;1.3094;0.24157;40.5915;STD_cloud1;31;1.32607;0.199548;41.1082;Npoints_cloud2;31;148.935;23.3569;4617;Npoints_cloud1;31;41.2903;12.9346;1280;Npoints cloud1 3D;31;28.3548;8.76779;879;Npoints cloud2 3D;31;105.419;16.9682;3268;STD cloud1 3D;31;0.241311;0.0846954;7.48063;STD cloud2 3D;31;0.25221;0.103742;7.81851;significant change 3D;31;1;0;31;distance uncertainty 3D;31;0.440907;0.0487145;13.6681;M3C2 distance 3D;31;0.510179;0.102239;15.8155;
Vertical_M3C2 - Cloud_CC#497;20;3112.78;1304.1;417.796;M3C2 distance;13;0.334278;0.396407;4.34562;distance uncertainty;1;0.87815;0.000124637;0.87815;significant change;20;0;0;0;STD_cloud2;20;0.381912;0.0731868;7.63824;STD_cloud1;13;0.23296;0.266104;3.02848;Npoints_cloud2;20;89.75;15.3358;1795;Npoints_cloud1;20;1.4;1.42829;28;Npoints cloud1 3D;20;12.65;4.92214;253;Npoints cloud2 3D;20;321;36.8266;6420;STD cloud1 3D;20;0.624446;0.106188;12.4889;STD cloud2 3D;20;0.704944;0.258701;14.0989;significant change 3D;20;1;0;20;distance uncertainty 3D;20;0.702162;0.0657977;14.0432;M3C2 distance 3D;20;0.959276;0.163769;19.1855;
Vertical_M3C2 - Cloud_CC#511;41;3455.7;2065.06;420.536;M3C2 distance;41;0.593134;0.121191;24.3185;distance uncertainty;41;0.628806;0.0370482;25.7811;significant change;41;0.512195;0.499851;21;STD_cloud2;41;1.0434;0.0732741;42.7792;STD_cloud1;41;1.03728;0.152475;42.5287;Npoints_cloud2;41;238.463;18.7826;9777;Npoints_cloud1;41;59.7073;4.55451;2448;Npoints cloud1 3D;41;46.2439;4.69447;1896;Npoints cloud2 3D;41;185;17.8408;7585;STD cloud1 3D;41;0.143238;0.0438528;5.87275;STD cloud2 3D;41;0.124252;0.0349796;5.09434;significant change 3D;41;1;0;41;distance uncertainty 3D;41;0.379236;0.0118251;15.5487;M3C2 distance 3D;41;0.470025;0.0622889;19.271;
Vertical_M3C2 - Cloud_CC#513;258;3642.76;2100.39;427.118;M3C2 distance;258;1.52736;0.93191;394.06;distance uncertainty;254;0.761677;0.194373;193.466;significant change;258;0.75969;0.427272;196;STD_cloud2;258;0.952385;0.275948;245.715;STD_cloud1;258;0.88963;0.332089;229.525;Npoints_cloud2;258;168.306;61.2931;43423;Npoints_cloud1;258;25.1279;13.6462;6483;Npoints cloud1 3D;258;21.907;11.8759;5652;Npoints cloud2 3D;258;146.477;90.605;37791;STD cloud1 3D;258;0.382679;0.2183;98.7311;STD cloud2 3D;258;0.207946;0.102907;53.6501;significant change 3D;258;1;0;258;distance uncertainty 3D;258;0.521612;0.123578;134.576;M3C2 distance 3D;258;1.31163;0.590447;338.402;
Vertical_M3C2 - Cloud_CC#517;24;3565.08;2405.93;419.562;M3C2 distance;24;0.532561;0.281292;12.7815;distance uncertainty;24;0.683726;0.0456426;16.4094;significant change;24;0.416667;0.493007;10;STD_cloud2;24;0.961661;0.0554303;23.0799;STD_cloud1;24;0.963465;0.0875839;23.1232;Npoints_cloud2;24;289.167;25.0959;6940;Npoints_cloud1;24;33.125;4.85037;795;Npoints cloud1 3D;24;26;4.60977;624;Npoints cloud2 3D;24;231.75;17.5837;5562;STD cloud1 3D;24;0.127747;0.014276;3.06594;STD cloud2 3D;24;0.0917314;0.0211527;2.20155;significant change 3D;24;1;0;24;distance uncertainty 3D;24;0.384371;0.0064033;9.22492;M3C2 distance 3D;24;0.425036;0.0214186;10.2009;
Vertical_M3C2 - Cloud_CC#521;31;3856.93;2468.45;423.084;M3C2 distance;26;1.09685;0.692046;28.5181;distance uncertainty;14;0.871643;0.177069;12.203;significant change;31;0.0967742;0.29565;3;STD_cloud2;31;0.977294;0.245229;30.2961;STD_cloud1;26;0.614483;0.364395;15.9765;Npoints_cloud2;31;76.3548;36.647;2367;Npoints_cloud1;31;5.51613;4.9244;171;Npoints cloud1 3D;31;10.5484;5.93969;327;Npoints cloud2 3D;31;154.194;57.6197;4780;STD cloud1 3D;31;0.130013;0.043265;4.03041;STD cloud2 3D;31;0.224526;0.0505268;6.96029;significant change 3D;31;1;0;31;distance uncertainty 3D;31;0.425322;0.0293465;13.185;M3C2 distance 3D;31;0.49748;0.0620126;15.4219;
Vertical_M3C2 - Cloud_CC#522;53;3851.35;2479.75;419.394;M3C2 distance;53;0.675257;0.257281;35.7886;distance uncertainty;53;0.721829;0.191826;38.2569;significant change;53;0.509434;0.499911;27;STD_cloud2;53;0.797652;0.343394;42.2755;STD_cloud1;53;0.712137;0.380867;37.7432;Npoints_cloud2;53;99.9245;28.3568;5296;Npoints_cloud1;53;16.8491;5.16299;893;Npoints cloud1 3D;53;14.8302;5.33318;786;Npoints cloud2 3D;53;89.1509;32.4191;4725;STD cloud1 3D;53;0.256915;0.0932412;13.6165;STD cloud2 3D;53;0.286884;0.0924371;15.2049;significant change 3D;53;1;0;53;distance uncertainty 3D;53;0.482257;0.0463768;25.5596;M3C2 distance 3D;53;0.57984;0.0791559;30.7315;
Vertical_M3C2 - Cloud_CC#523;284;3571.28;2585.17;428.212;M3C2 distance;247;1.65511;1.31996;408.811;distance uncertainty;140;0.874387;0.18848;122.414;significant change;284;0.264085;0.440845;75;STD_cloud2;284;0.907939;0.150082;257.855;STD_cloud1;247;0.694102;0.412155;171.443;Npoints_cloud2;284;159.335;67.401;45251;Npoints_cloud1;284;6.79577;7.31585;1930;Npoints cloud1 3D;284;11.919;5.72588;3385;Npoints cloud2 3D;284;308.099;175.532;87500;STD cloud1 3D;284;0.478457;0.387743;135.882;STD cloud2 3D;284;0.219945;0.238728;62.4644;significant change 3D;284;1;0;284;distance uncertainty 3D;284;0.617476;0.218096;175.363;M3C2 distance 3D;284;1.37367;0.69516;390.122;
Vertical_M3C2 - Cloud_CC#536;39;2074.35;1286.99;425.067;M3C2 distance;39;0.562537;0.300931;21.9389;distance uncertainty;39;0.697592;0.0812576;27.2061;significant change;39;0.25641;0.436651;10;STD_cloud2;39;1.18546;0.194364;46.233;STD_cloud1;39;1.21738;0.252592;47.478;Npoints_cloud2;39;118.308;13.6929;4614;Npoints_cloud1;39;69.2308;12.5483;2700;Npoints cloud1 3D;39;50.0513;11.5602;1952;Npoints cloud2 3D;39;88.2051;12.6798;3440;STD cloud1 3D;39;0.180304;0.0334209;7.03186;STD cloud2 3D;39;0.15078;0.0250214;5.8804;significant change 3D;39;1;0;39;distance uncertainty 3D;39;0.394566;0.0173523;15.3881;M3C2 distance 3D;39;0.422817;0.0331736;16.4899;
Vertical_M3C2 - Cloud_CC#538;606;1789.25;1349.76;430.31;M3C2 distance;606;1.18893;0.748279;720.494;distance uncertainty;604;0.707614;0.169117;427.399;significant change;606;0.785479;0.41049;476;STD_cloud2;606;1.00065;0.172263;606.392;STD_cloud1;606;1.05887;0.37052;641.676;Npoints_cloud2;606;113.954;43.0695;69056;Npoints_cloud1;606;57.505;22.879;34848;Npoints cloud1 3D;606;45.7723;20.3382;27738;Npoints cloud2 3D;606;93.434;48.6099;56621;STD cloud1 3D;606;0.394153;0.263598;238.857;STD cloud2 3D;606;0.185409;0.0960978;112.358;significant change 3D;606;1;0;606;distance uncertainty 3D;606;0.477857;0.12477;289.581;M3C2 distance 3D;606;0.914514;0.462074;554.196;
Vertical_M3C2 - Cloud_CC#542;21;2099.29;1435.02;421.609;M3C2 distance;5;1.73166;0.623858;8.6583;distance uncertainty;1;1.19429;8.53444e-05;1.19429;significant change;21;0.047619;0.212959;1;STD_cloud2;21;0.99279;0.324769;20.8486;STD_cloud1;5;0.290335;0.373686;1.45168;Npoints_cloud2;21;25.7619;8.2341;541;Npoints_cloud1;21;0.666667;1.35693;14;Npoints cloud1 3D;21;14.8571;7.71076;312;Npoints cloud2 3D;21;107.429;15.7467;2256;STD cloud1 3D;21;0.494856;0.207201;10.392;STD cloud2 3D;21;0.765872;0.103885;16.0833;significant change 3D;21;1;0;21;distance uncertainty 3D;21;0.657337;0.134263;13.8041;M3C2 distance 3D;21;1.04234;0.22253;21.8891;
Vertical_M3C2 - Cloud_CC#561;85;3872.49;2491.87;423.017;M3C2 distance;85;0.627931;0.40643;53.3742;distance uncertainty;75;0.692104;0.287218;51.9078;significant change;85;0.458824;0.498302;39;STD_cloud2;85;0.794947;0.341134;67.5705;STD_cloud1;85;0.794332;0.505166;67.5182;Npoints_cloud2;85;128.682;47.1134;10938;Npoints_cloud1;85;23.5176;12.3094;1999;Npoints cloud1 3D;85;26.6118;10.3129;2262;Npoints cloud2 3D;85;152.176;55.1318;12935;STD cloud1 3D;85;0.496165;0.361142;42.1741;STD cloud2 3D;85;0.453414;0.276933;38.5402;significant change 3D;85;1;0;85;distance uncertainty 3D;85;0.539574;0.122928;45.8638;M3C2 distance 3D;85;0.698371;0.225689;59.3615;
Vertical_M3C2 - Cloud_CC#565;41;3724.99;2807.91;422.476;M3C2 distance;26;1.83616;1.17833;47.7403;distance uncertainty;9;0.887983;0.211331;7.99185;significant change;41;0.146341;0.353448;6;STD_cloud2;41;1.14046;0.293801;46.759;STD_cloud1;26;0.491882;0.451689;12.7889;Npoints_cloud2;41;151.024;57.8107;6192;Npoints_cloud1;41;3.04878;4.1728;125;Npoints cloud1 3D;41;26.1951;9.82337;1074;Npoints cloud2 3D;41;406.61;127.387;16671;STD cloud1 3D;41;0.5793;0.27748;23.7513;STD cloud2 3D;41;0.771217;0.252359;31.6199;significant change 3D;41;1;0;41;distance uncertainty 3D;41;0.568551;0.107585;23.3106;M3C2 distance 3D;41;0.922504;0.293884;37.8227;
Vertical_M3C2 - Cloud_CC#570;28;1807.01;1245.06;425.326;M3C2 distance;28;0.869037;0.470287;24.333;distance uncertainty;28;0.699923;0.106973;19.5979;significant change;28;0.678571;0.467025;19;STD_cloud2;28;1.00832;0.250581;28.2329;STD_cloud1;28;0.864802;0.369994;24.2145;Npoints_cloud2;28;120.036;42.3611;3361;Npoints_cloud1;28;32.6071;12.9707;913;Npoints cloud1 3D;28;23.8214;11.542;667;Npoints cloud2 3D;28;93.9643;33.5437;2631;STD cloud1 3D;28;0.199093;0.0837275;5.57462;STD cloud2 3D;28;0.293795;0.0597558;8.22626;significant change 3D;28;1;0;28;distance uncertainty 3D;28;0.444125;0.0389102;12.4355;M3C2 distance 3D;28;0.548021;0.0802854;15.3446;
Vertical_M3C2 - Cloud_CC#571;152;3021.97;1264.17;428.507;M3C2 distance;152;0.868202;0.503436;131.967;distance uncertainty;152;1.09618;0.183787;166.619;significant change;152;0.296053;0.456514;45;STD_cloud2;152;1.23547;0.156903;187.791;STD_cloud1;152;1.1713;0.310799;178.038;Npoints_cloud2;152;77.2303;16.5209;11739;Npoints_cloud1;152;10.9276;2.76277;1661;Npoints cloud1 3D;152;9.84211;6.06446;1496;Npoints cloud2 3D;152;67.9803;43.9272;10333;STD cloud1 3D;152;0.243352;0.13057;36.9896;STD cloud2 3D;152;0.1751;0.133001;26.6153;significant change 3D;152;1;0;152;distance uncertainty 3D;152;0.492906;0.0535279;74.9218;M3C2 distance 3D;152;0.688837;0.110485;104.703;
Vertical_M3C2 - Cloud_CC#572;161;1737.16;1285.13;422.314;M3C2 distance;161;0.43029;0.119025;69.2768;distance uncertainty;161;0.393645;0.0902237;63.3769;significant change;161;0.832298;0.373601;134;STD_cloud2;161;0.172152;0.21626;27.7165;STD_cloud1;161;0.195494;0.186489;31.4745;Npoints_cloud2;161;228.224;45.3681;36744;Npoints_cloud1;161;71.5963;17.0543;11527;Npoints cloud1 3D;161;71.1988;17.496;11463;Npoints cloud2 3D;161;227.578;46.7922;36640;STD cloud1 3D;161;0.134143;0.0512683;21.597;STD cloud2 3D;161;0.0939421;0.0660061;15.1247;significant change 3D;161;1;0;161;distance uncertainty 3D;161;0.369369;0.0193917;59.4684;M3C2 distance 3D;161;0.421089;0.0413874;67.7953;
Vertical_M3C2 - Cloud_CC#583;32;2468.89;1391.85;424.034;M3C2 distance;32;0.733988;0.499324;23.4876;distance uncertainty;32;0.680203;0.0914324;21.7665;significant change;32;0.5625;0.496078;18;STD_cloud2;32;1.34563;0.253333;43.0602;STD_cloud1;32;1.22258;0.35938;39.1225;Npoints_cloud2;32;191.781;19.2479;6137;Npoints_cloud1;32;72.4688;13.629;2319;Npoints cloud1 3D;32;51.2813;14.5929;1641;Npoints cloud2 3D;32;134.688;16.9898;4310;STD cloud1 3D;32;0.192522;0.034691;6.1607;STD cloud2 3D;32;0.182104;0.0610119;5.82733;significant change 3D;32;1;0;32;distance uncertainty 3D;32;0.397015;0.0150896;12.7045;M3C2 distance 3D;32;0.479327;0.0771628;15.3385;
Vertical_M3C2 - Cloud_CC#584;68;2145.87;1452.23;425.16;M3C2 distance;35;0.896541;0.507386;31.3789;distance uncertainty;8;0.775975;0.140798;6.2078;significant change;68;0.0588235;0.235294;4;STD_cloud2;68;0.740095;0.17898;50.3265;STD_cloud1;35;0.256262;0.247817;8.96919;Npoints_cloud2;68;71.6471;27.8804;4872;Npoints_cloud1;68;1.51471;1.94402;103;Npoints cloud1 3D;68;20.8235;13.0946;1416;Npoints cloud2 3D;68;290.706;79.0774;19768;STD cloud1 3D;68;0.436502;0.230199;29.6821;STD cloud2 3D;68;0.664883;0.151326;45.212;significant change 3D;68;1;0;68;distance uncertainty 3D;68;0.556175;0.12778;37.8199;M3C2 distance 3D;68;0.980416;0.456095;66.6683;
Vertical_M3C2 - Cloud_CC#585;94;2202.99;1489.79;426.17;M3C2 distance;94;0.684869;0.303553;64.3777;distance uncertainty;94;0.56378;0.0599034;52.9953;significant change;94;0.670213;0.470136;63;STD_cloud2;94;0.895643;0.190141;84.1904;STD_cloud1;94;1.0222;0.310775;96.0872;Npoints_cloud2;94;225.851;35.8427;21230;Npoints_cloud1;94;105.415;16.3;9909;Npoints cloud1 3D;94;86.0851;17.8973;8092;Npoints cloud2 3D;94;188.33;32.892;17703;STD cloud1 3D;94;0.367343;0.136426;34.5302;STD cloud2 3D;94;0.188878;0.10405;17.7545;significant change 3D;94;1;0;94;distance uncertainty 3D;94;0.415365;0.026786;39.0443;M3C2 distance 3D;94;0.660199;0.203438;62.0588;
Vertical_M3C2 - Cloud_CC#591;142;3584.42;1901.17;431.687;M3C2 distance;142;0.687478;0.348232;97.6219;distance uncertainty;141;0.803433;0.107197;113.284;significant change;142;0.359155;0.479753;51;STD_cloud2;142;1.10178;0.173569;156.453;STD_cloud1;142;1.03513;0.206637;146.988;Npoints_cloud2;142;121.049;24.8835;17189;Npoints_cloud1;142;25.0775;8.9891;3561;Npoints cloud1 3D;142;20.2324;9.35352;2873;Npoints cloud2 3D;142;99.1408;54.445;14078;STD cloud1 3D;142;0.184592;0.238226;26.2121;STD cloud2 3D;142;0.162818;0.229549;23.1202;significant change 3D;142;1;0;142;distance uncertainty 3D;142;0.418338;0.063035;59.4039;M3C2 distance 3D;142;0.482504;0.12425;68.5156;
Vertical_M3C2 - Cloud_CC#600;1793;3518.68;2601.1;435.851;M3C2 distance;1713;2.59032;1.71029;4437.21;distance uncertainty;1482;0.855621;0.269485;1268.03;significant change;1793;0.717234;0.450344;1286;STD_cloud2;1793;0.954316;0.281706;1711.09;STD_cloud1;1713;0.951394;0.499561;1629.74;Npoints_cloud2;1793;148.642;84.6882;266515;Npoints_cloud1;1793;17.2337;12.8658;30900;Npoints cloud1 3D;1793;18.812;9.99843;33730;Npoints cloud2 3D;1793;206.6;191.514;370433;STD cloud1 3D;1793;0.47653;0.325375;854.418;STD cloud2 3D;1793;0.242833;0.264906;435.4;significant change 3D;1793;1;0;1793;distance uncertainty 3D;1793;0.573942;0.16011;1029.08;M3C2 distance 3D;1793;2.10965;1.14856;3782.6;
