Name;Points;meanX;meanY;meanZ;SF#1 name;SF#1 valid values;SF#1 mean;SF#1 std.dev.;SF#1 sum;SF#2 name;SF#2 valid values;SF#2 mean;SF#2 std.dev.;SF#2 sum;SF#3 name;SF#3 valid values;SF#3 mean;SF#3 std.dev.;SF#3 sum;SF#4 name;SF#4 valid values;SF#4 mean;SF#4 std.dev.;SF#4 sum;SF#5 name;SF#5 valid values;SF#5 mean;SF#5 std.dev.;SF#5 sum;SF#6 name;SF#6 valid values;SF#6 mean;SF#6 std.dev.;SF#6 sum;SF#7 name;SF#7 valid values;SF#7 mean;SF#7 std.dev.;SF#7 sum;SF#8 name;SF#8 valid values;SF#8 mean;SF#8 std.dev.;SF#8 sum;SF#9 name;SF#9 valid values;SF#9 mean;SF#9 std.dev.;SF#9 sum;SF#10 name;SF#10 valid values;SF#10 mean;SF#10 std.dev.;SF#10 sum;SF#11 name;SF#11 valid values;SF#11 mean;SF#11 std.dev.;SF#11 sum;SF#12 name;SF#12 valid values;SF#12 mean;SF#12 std.dev.;SF#12 sum;SF#13 name;SF#13 valid values;SF#13 mean;SF#13 std.dev.;SF#13 sum;SF#14 name;SF#14 valid values;SF#14 mean;SF#14 std.dev.;SF#14 sum;
Vertical_M3C2 - Cloud_CC#1643;55;1286.54;1428.9;464.005;M3C2 distance;55;-0.749635;0.464079;-41.2299;distance uncertainty;55;0.732355;0.0923479;40.2795;significant change;55;0.509091;0.499917;28;STD_cloud2;55;1.27588;0.372762;70.1736;STD_cloud1;55;1.10797;0.401467;60.9381;Npoints_cloud2;55;194.291;79.3131;10686;Npoints_cloud1;55;40.3636;15.657;2220;Npoints cloud1 3D;55;28.8545;9.12622;1587;Npoints cloud2 3D;55;136.982;56.6779;7534;STD cloud1 3D;55;0.29894;0.0733541;16.4417;STD cloud2 3D;55;0.220951;0.0701352;12.1523;significant change 3D;55;1;0;55;distance uncertainty 3D;55;0.456761;0.0430869;25.1219;M3C2 distance 3D;55;-0.666056;0.172345;-36.6331;
Vertical_M3C2 - Cloud_CC#1650;86;1197.87;1634.82;463.221;M3C2 distance;81;-0.753649;0.820347;-61.0456;distance uncertainty;67;0.685732;0.325663;45.944;significant change;86;0.627907;0.483363;54;STD_cloud2;86;0.847489;0.52302;72.884;STD_cloud1;81;0.663869;0.542171;53.7734;Npoints_cloud2;86;83.0814;58.1094;7145;Npoints_cloud1;86;21.8372;15.3894;1878;Npoints cloud1 3D;86;26.0465;11.9134;2240;Npoints cloud2 3D;86;95.3605;54.2112;8201;STD cloud1 3D;86;0.365529;0.252597;31.4355;STD cloud2 3D;86;0.294507;0.129263;25.3276;significant change 3D;86;1;0;86;distance uncertainty 3D;86;0.507429;0.110695;43.6389;M3C2 distance 3D;86;-0.783449;0.344982;-67.3766;
Vertical_M3C2 - Cloud_CC#1656;46;3038.25;1763.76;462.292;M3C2 distance;46;-0.654784;0.264383;-30.1201;distance uncertainty;45;0.509922;0.170004;22.9465;significant change;46;0.695652;0.460131;32;STD_cloud2;46;0.222974;0.129638;10.2568;STD_cloud1;46;0.288709;0.167721;13.2806;Npoints_cloud2;46;66.5;51.4066;3059;Npoints_cloud1;46;25.5;15.6104;1173;Npoints cloud1 3D;46;26.4783;17.2686;1218;Npoints cloud2 3D;46;70.3478;54.4016;3236;STD cloud1 3D;46;0.234326;0.091712;10.779;STD cloud2 3D;46;0.103767;0.0658712;4.7733;significant change 3D;46;1;0;46;distance uncertainty 3D;46;0.440904;0.0347075;20.2816;M3C2 distance 3D;46;-0.642781;0.136275;-29.5679;
Vertical_M3C2 - Cloud_CC#1657;20;3031.33;1781.55;461.101;M3C2 distance;20;0.0665725;0.51629;1.33145;distance uncertainty;5;0.771296;0.165505;3.85648;significant change;20;0;0;0;STD_cloud2;20;0.731871;0.117365;14.6374;STD_cloud1;20;0.270177;0.310181;5.40354;Npoints_cloud2;20;93;17.7708;1860;Npoints_cloud1;20;4;4.02492;80;Npoints cloud1 3D;20;17.6;8.24257;352;Npoints cloud2 3D;20;231.45;89.6211;4629;STD cloud1 3D;20;0.587278;0.21926;11.7456;STD cloud2 3D;20;0.401718;0.2327;8.03436;significant change 3D;20;1;0;20;distance uncertainty 3D;20;0.626353;0.109894;12.5271;M3C2 distance 3D;20;-0.887557;0.207549;-17.7511;
Vertical_M3C2 - Cloud_CC#1661;72;3680.37;1952.84;463.67;M3C2 distance;72;-0.724335;0.24652;-52.1521;distance uncertainty;72;0.7269;0.064964;52.3368;significant change;72;0.416667;0.493007;30;STD_cloud2;72;0.822047;0.120379;59.1874;STD_cloud1;72;0.797778;0.168923;57.44;Npoints_cloud2;72;74.6944;10.9667;5378;Npoints_cloud1;72;20.9444;2.91495;1508;Npoints cloud1 3D;72;18.0972;2.63607;1303;Npoints cloud2 3D;72;62.1944;10.5523;4478;STD cloud1 3D;72;0.289054;0.0818823;20.8119;STD cloud2 3D;72;0.0910153;0.0182408;6.5531;significant change 3D;72;1;0;72;distance uncertainty 3D;72;0.469961;0.0403029;33.8372;M3C2 distance 3D;72;-0.667449;0.126532;-48.0563;
Vertical_M3C2 - Cloud_CC#1666;20;2722.53;2018.7;460.484;M3C2 distance;19;-0.430333;0.68959;-8.17632;distance uncertainty;9;0.698451;0.147153;6.28606;significant change;20;0.45;0.497494;9;STD_cloud2;20;0.50309;0.184985;10.0618;STD_cloud1;19;0.362342;0.265152;6.88451;Npoints_cloud2;20;56.35;19.1919;1127;Npoints_cloud1;20;6.35;4.54175;127;Npoints cloud1 3D;20;29.45;20.9176;589;Npoints cloud2 3D;20;204.05;163.642;4081;STD cloud1 3D;20;1.01421;0.605066;20.2842;STD cloud2 3D;20;0.68697;0.350791;13.7394;significant change 3D;20;1;0;20;distance uncertainty 3D;20;0.712341;0.12249;14.2468;M3C2 distance 3D;20;-0.920443;0.23102;-18.4089;
Vertical_M3C2 - Cloud_CC#1669;25;3355.7;2089.15;462.588;M3C2 distance;25;-0.863211;0.408133;-21.5803;distance uncertainty;25;0.747124;0.133652;18.6781;significant change;25;0.64;0.48;16;STD_cloud2;25;1.45971;0.365512;36.4927;STD_cloud1;25;1.17017;0.518421;29.2543;Npoints_cloud2;25;171.12;19.2589;4278;Npoints_cloud1;25;42.6;10.0598;1065;Npoints cloud1 3D;25;29.08;9.01519;727;Npoints cloud2 3D;25;111.92;17.8099;2798;STD cloud1 3D;25;0.357636;0.140446;8.9409;STD cloud2 3D;25;0.19422;0.0474999;4.85549;significant change 3D;25;1;0;25;distance uncertainty 3D;25;0.47565;0.0628427;11.8913;M3C2 distance 3D;25;-0.703668;0.214487;-17.5917;
Vertical_M3C2 - Cloud_CC#1674;47;3893.54;2368.8;462.088;M3C2 distance;47;-1.16978;0.571658;-54.9796;distance uncertainty;46;0.764479;0.205957;35.166;significant change;47;0.702128;0.457323;33;STD_cloud2;47;0.863139;0.256883;40.5675;STD_cloud1;47;0.68331;0.341106;32.1156;Npoints_cloud2;47;51.1915;11.6302;2406;Npoints_cloud1;47;20.1277;9.65714;946;Npoints cloud1 3D;47;28.6596;43.929;1347;Npoints cloud2 3D;47;93.5957;204.857;4399;STD cloud1 3D;47;0.975143;1.69012;45.8317;STD cloud2 3D;47;0.665173;1.58573;31.2631;significant change 3D;47;1;0;47;distance uncertainty 3D;47;0.672441;0.23707;31.6047;M3C2 distance 3D;47;-1.33914;0.583129;-62.9394;
Vertical_M3C2 - Cloud_CC#1679;281;3389.96;2575.7;478.497;M3C2 distance;268;-2.49497;2.35228;-668.651;distance uncertainty;171;1.20888;0.568077;206.718;significant change;281;0.434164;0.495647;122;STD_cloud2;281;1.42276;0.356536;399.796;STD_cloud1;268;0.95184;0.814688;255.093;Npoints_cloud2;281;63.4057;27.6498;17817;Npoints_cloud1;281;6.89324;5.576;1937;Npoints cloud1 3D;281;11.4875;7.71194;3228;Npoints cloud2 3D;281;119.185;86.5175;33491;STD cloud1 3D;281;0.987038;1.38435;277.358;STD cloud2 3D;281;0.239955;0.157969;67.4274;significant change 3D;281;1;0;281;distance uncertainty 3D;281;0.959892;0.88739;269.73;M3C2 distance 3D;281;-2.70586;4.62053;-760.345;
Vertical_M3C2 - Cloud_CC#1681;142;3649.4;2703.27;468.969;M3C2 distance;141;-1.03866;0.715182;-146.451;distance uncertainty;134;0.741576;0.198006;99.3712;significant change;142;0.669014;0.470568;95;STD_cloud2;142;1.09277;0.26672;155.174;STD_cloud1;141;0.926761;0.408331;130.673;Npoints_cloud2;142;242.296;47.3442;34406;Npoints_cloud1;142;26.7254;13.2793;3795;Npoints cloud1 3D;142;24.3169;11.418;3453;Npoints cloud2 3D;142;229.662;161.552;32612;STD cloud1 3D;142;0.285558;0.100548;40.5492;STD cloud2 3D;142;0.148749;0.0580778;21.1224;significant change 3D;142;1;0;142;distance uncertainty 3D;142;0.460185;0.0597537;65.3463;M3C2 distance 3D;142;-0.805075;0.249504;-114.321;
Vertical_M3C2 - Cloud_CC#1685;89;2425.45;1094.47;463.477;M3C2 distance;81;-0.685293;0.434195;-55.5087;distance uncertainty;76;0.609172;0.092619;46.2971;significant change;89;0.460674;0.498451;41;STD_cloud2;89;0.633799;0.228033;56.4081;STD_cloud1;81;0.428733;0.19074;34.7274;Npoints_cloud2;89;32.764;19.7023;2916;Npoints_cloud1;89;30.1011;18.7077;2679;Npoints cloud1 3D;89;32.4607;14.5903;2889;Npoints cloud2 3D;89;40.4607;26.4469;3601;STD cloud1 3D;89;0.402288;0.243416;35.8036;STD cloud2 3D;89;0.407019;0.189526;36.2247;significant change 3D;89;1;0;89;distance uncertainty 3D;89;0.550227;0.104349;48.9702;M3C2 distance 3D;89;-0.723236;0.249352;-64.368;
Vertical_M3C2 - Cloud_CC#1686;509;1341.32;1095.24;466.555;M3C2 distance;509;-0.515893;0.0866863;-262.59;distance uncertainty;509;0.390954;0.0183832;198.995;significant change;509;0.927308;0.25963;472;STD_cloud2;509;0.204582;0.0416166;104.132;STD_cloud1;509;0.22146;0.0703004;112.723;Npoints_cloud2;509;232.766;84.2441;118478;Npoints_cloud1;509;79.0098;15.4623;40216;Npoints cloud1 3D;509;78.0236;15.4169;39714;Npoints cloud2 3D;509;230.173;83.7272;117158;STD cloud1 3D;509;0.121304;0.0505623;61.7439;STD cloud2 3D;509;0.0765431;0.0387108;38.9604;significant change 3D;509;1;0;509;distance uncertainty 3D;509;0.363103;0.0136381;184.819;M3C2 distance 3D;509;-0.504655;0.078389;-256.869;
Vertical_M3C2 - Cloud_CC#1688;170;1397.84;1266.49;463.565;M3C2 distance;170;-0.614072;0.253951;-104.392;distance uncertainty;170;0.46785;0.113899;79.5345;significant change;170;0.841176;0.365511;143;STD_cloud2;170;0.460172;0.348807;78.2293;STD_cloud1;170;0.408975;0.311389;69.5258;Npoints_cloud2;170;189.435;28.0021;32204;Npoints_cloud1;170;58.3;15.9808;9911;Npoints cloud1 3D;170;55.1941;18.3166;9383;Npoints cloud2 3D;170;180.065;38.0437;30611;STD cloud1 3D;170;0.288778;0.0961282;49.0922;STD cloud2 3D;170;0.213611;0.0843504;36.3138;significant change 3D;170;1;0;170;distance uncertainty 3D;170;0.422281;0.0397527;71.7877;M3C2 distance 3D;170;-0.529063;0.10963;-89.9406;
Vertical_M3C2 - Cloud_CC#1689;20;2182.03;1258.7;463.738;M3C2 distance;20;-1.04702;0.500141;-20.9405;distance uncertainty;20;1.01014;0.146494;20.2029;significant change;20;0.5;0.5;10;STD_cloud2;20;1.12853;0.103139;22.5705;STD_cloud1;20;0.904151;0.324901;18.083;Npoints_cloud2;20;32.55;10.409;651;Npoints_cloud1;20;11.05;1.49917;221;Npoints cloud1 3D;20;11.25;9.55968;225;Npoints cloud2 3D;20;32.1;27.9677;642;STD cloud1 3D;20;0.35879;0.221812;7.1758;STD cloud2 3D;20;0.268372;0.185975;5.36743;significant change 3D;20;1;0;20;distance uncertainty 3D;20;0.573991;0.0995483;11.4798;M3C2 distance 3D;20;-0.804757;0.140712;-16.0951;
Vertical_M3C2 - Cloud_CC#1690;39;1814.68;1409.09;465.27;M3C2 distance;37;-0.619668;0.613184;-22.9277;distance uncertainty;35;0.732063;0.135854;25.6222;significant change;39;0.358974;0.4797;14;STD_cloud2;39;1.04842;0.211023;40.8886;STD_cloud1;37;0.786918;0.24276;29.116;Npoints_cloud2;39;85.0513;31.5667;3317;Npoints_cloud1;39;26.7436;14.4696;1043;Npoints cloud1 3D;39;26;10.5612;1014;Npoints cloud2 3D;39;80.1282;43.0171;3125;STD cloud1 3D;39;0.18337;0.0982555;7.15142;STD cloud2 3D;39;0.186831;0.0679503;7.2864;significant change 3D;39;1;0;39;distance uncertainty 3D;39;0.422538;0.035604;16.479;M3C2 distance 3D;39;-0.536174;0.0734596;-20.9108;
Vertical_M3C2 - Cloud_CC#1691;954;1847.96;1463.77;489.207;M3C2 distance;953;-1.23501;0.859896;-1176.97;distance uncertainty;916;0.763791;0.220473;699.632;significant change;954;0.646751;0.477979;617;STD_cloud2;954;0.98696;0.241766;941.56;STD_cloud1;953;0.86092;0.340377;820.456;Npoints_cloud2;954;159.269;65.8113;151943;Npoints_cloud1;954;24.7893;18.7495;23649;Npoints cloud1 3D;954;23.3878;15.8491;22312;Npoints cloud2 3D;954;173.794;173.495;165799;STD cloud1 3D;954;0.292955;0.171251;279.48;STD cloud2 3D;954;0.128102;0.0678191;122.21;significant change 3D;954;1;0;954;distance uncertainty 3D;954;0.470048;0.0808093;448.425;M3C2 distance 3D;954;-0.99582;0.444357;-950.012;
Vertical_M3C2 - Cloud_CC#1695;28;2301.65;1605.92;464.128;M3C2 distance;28;-0.646251;0.315641;-18.095;distance uncertainty;28;0.608131;0.11444;17.0277;significant change;28;0.607143;0.488386;17;STD_cloud2;28;0.519861;0.149674;14.5561;STD_cloud1;28;0.464115;0.188406;12.9952;Npoints_cloud2;28;49.0357;13.9296;1373;Npoints_cloud1;28;19.75;8.02952;553;Npoints cloud1 3D;28;18.0357;8.26128;505;Npoints cloud2 3D;28;45.9286;14.3997;1286;STD cloud1 3D;28;0.22088;0.056228;6.18464;STD cloud2 3D;28;0.182303;0.0400584;5.10449;significant change 3D;28;1;0;28;distance uncertainty 3D;28;0.457249;0.0322828;12.803;M3C2 distance 3D;28;-0.525339;0.0506199;-14.7095;
Vertical_M3C2 - Cloud_CC#1696;195;1209.53;1617.52;471.166;M3C2 distance;195;-1.49387;1.44831;-291.305;distance uncertainty;188;1.3117;0.445549;246.599;significant change;195;0.492308;0.499941;96;STD_cloud2;195;1.85477;0.778436;361.68;STD_cloud1;195;1.42623;0.814734;278.115;Npoints_cloud2;195;40.5538;21.2729;7908;Npoints_cloud1;195;17.4;11.4522;3393;Npoints cloud1 3D;195;14.6205;9.11238;2851;Npoints cloud2 3D;195;34.2718;31.6403;6683;STD cloud1 3D;195;0.449734;0.28776;87.6981;STD cloud2 3D;195;0.256874;0.17601;50.0905;significant change 3D;195;1;0;195;distance uncertainty 3D;195;0.600502;0.150175;117.098;M3C2 distance 3D;195;-1.06134;0.517542;-206.962;
Vertical_M3C2 - Cloud_CC#1702;76;3032.25;1793.19;466.519;M3C2 distance;71;-3.82918;1.7698;-271.872;distance uncertainty;36;1.28073;0.530252;46.1061;significant change;76;0.460526;0.498439;35;STD_cloud2;76;1.0543;0.171191;80.1266;STD_cloud1;71;0.876197;0.925884;62.21;Npoints_cloud2;76;61.5395;31.2963;4677;Npoints_cloud1;76;5.69737;4.40998;433;Npoints cloud1 3D;76;11.0526;5.78995;840;Npoints cloud2 3D;76;126.579;105.114;9620;STD cloud1 3D;76;1.18057;0.565613;89.7232;STD cloud2 3D;76;0.188022;0.100639;14.2896;significant change 3D;76;1;0;76;distance uncertainty 3D;76;1.06608;0.350948;81.0224;M3C2 distance 3D;76;-3.53911;1.13989;-268.972;
Vertical_M3C2 - Cloud_CC#1705;28;3667.9;1925.24;463.988;M3C2 distance;28;-0.529396;0.364938;-14.8231;distance uncertainty;28;0.70273;0.0673273;19.6764;significant change;28;0.214286;0.410326;6;STD_cloud2;28;0.773058;0.113529;21.6456;STD_cloud1;28;0.681325;0.118916;19.0771;Npoints_cloud2;28;65.25;17.9575;1827;Npoints_cloud1;28;18.6071;3.49836;521;Npoints cloud1 3D;28;16.2857;3.11514;456;Npoints cloud2 3D;28;53;16.1599;1484;STD cloud1 3D;28;0.226;0.0620631;6.32799;STD cloud2 3D;28;0.092127;0.0274119;2.57956;significant change 3D;28;1;0;28;distance uncertainty 3D;28;0.448796;0.033118;12.5663;M3C2 distance 3D;28;-0.591224;0.0718994;-16.5543;
Vertical_M3C2 - Cloud_CC#1708;72;2712.51;2039.38;467.284;M3C2 distance;70;-1.55945;1.42849;-109.161;distance uncertainty;33;1.42906;0.396118;47.1591;significant change;72;0.263889;0.44074;19;STD_cloud2;72;1.35436;0.521532;97.5136;STD_cloud1;70;0.982176;0.680854;68.7523;Npoints_cloud2;72;28.625;9.12024;2061;Npoints_cloud1;72;6.16667;5.36708;444;Npoints cloud1 3D;72;17.6528;14.4455;1271;Npoints cloud2 3D;72;77.625;62.2148;5589;STD cloud1 3D;72;1.10134;1.34323;79.2962;STD cloud2 3D;72;0.490867;0.453308;35.3424;significant change 3D;72;1;0;72;distance uncertainty 3D;72;0.931166;0.662755;67.0439;M3C2 distance 3D;72;-1.68038;3.33999;-120.987;
Vertical_M3C2 - Cloud_CC#1709;306;3862.63;2072.84;463.669;M3C2 distance;306;-0.943245;0.362961;-288.633;distance uncertainty;306;0.660554;0.0712601;202.129;significant change;306;0.80719;0.394505;247;STD_cloud2;306;0.71794;0.263429;219.69;STD_cloud1;306;0.768917;0.161839;235.289;Npoints_cloud2;306;178.918;75.393;54749;Npoints_cloud1;306;25.0033;5.46259;7651;Npoints cloud1 3D;306;21.719;4.6757;6646;Npoints cloud2 3D;306;159.297;68.8723;48745;STD cloud1 3D;306;0.198074;0.0562764;60.6106;STD cloud2 3D;306;0.17024;0.0945956;52.0936;significant change 3D;306;1;0;306;distance uncertainty 3D;306;0.425416;0.0307212;130.177;M3C2 distance 3D;306;-0.784658;0.166349;-240.105;
Vertical_M3C2 - Cloud_CC#1712;38;3905.61;2389.32;464.378;M3C2 distance;38;-0.632584;0.330804;-24.0382;distance uncertainty;34;0.765065;0.143124;26.0122;significant change;38;0.342105;0.474415;13;STD_cloud2;38;0.58859;0.201935;22.3664;STD_cloud1;38;0.595195;0.250614;22.6174;Npoints_cloud2;38;55.5;22.1642;2109;Npoints_cloud1;38;9;3.56149;342;Npoints cloud1 3D;38;10.5526;5.79336;401;Npoints cloud2 3D;38;66.3421;57.4412;2521;STD cloud1 3D;38;0.253824;0.0745998;9.64531;STD cloud2 3D;38;0.152864;0.0428646;5.80883;significant change 3D;38;1;0;38;distance uncertainty 3D;38;0.499304;0.0360044;18.9735;M3C2 distance 3D;38;-0.659825;0.0974378;-25.0733;
Vertical_M3C2 - Cloud_CC#1713;44;3936.9;2405.12;463.534;M3C2 distance;44;-0.921311;0.64419;-40.5377;distance uncertainty;42;0.811296;0.109;34.0744;significant change;44;0.454545;0.49793;20;STD_cloud2;44;0.875834;0.135588;38.5367;STD_cloud1;44;0.746046;0.155695;32.826;Npoints_cloud2;44;50.1364;9.94894;2206;Npoints_cloud1;44;14.6136;5.89382;643;Npoints cloud1 3D;44;16.1818;7.47199;712;Npoints cloud2 3D;44;58;43.6359;2552;STD cloud1 3D;44;0.27383;0.0915454;12.0485;STD cloud2 3D;44;0.120682;0.0398674;5.31001;significant change 3D;44;1;0;44;distance uncertainty 3D;44;0.477733;0.0404724;21.0203;M3C2 distance 3D;44;-0.615801;0.0852114;-27.0953;
Vertical_M3C2 - Cloud_CC#1714;1374;3329.02;2591.22;483.269;M3C2 distance;1298;-1.60101;1.47232;-2078.11;distance uncertainty;879;0.959726;0.310184;843.599;significant change;1374;0.409753;0.491788;563;STD_cloud2;1374;1.04048;0.371751;1429.62;STD_cloud1;1298;0.725713;0.509502;941.976;Npoints_cloud2;1374;54.7715;45.1487;75256;Npoints_cloud1;1374;8.26638;7.04077;11358;Npoints cloud1 3D;1374;14.3035;9.65129;19653;Npoints cloud2 3D;1374;95.6201;90.0395;131382;STD cloud1 3D;1374;0.801745;1.33193;1101.6;STD cloud2 3D;1374;0.406761;0.353688;558.89;significant change 3D;1374;1;0;1374;distance uncertainty 3D;1374;0.804422;0.806034;1105.28;M3C2 distance 3D;1374;-1.9705;3.13608;-2707.47;
Vertical_M3C2 - Cloud_CC#1717;1082;3622.28;2692.71;482.562;M3C2 distance;1079;-0.988007;0.767049;-1066.06;distance uncertainty;1008;0.708509;0.238501;714.177;significant change;1082;0.634935;0.481448;687;STD_cloud2;1082;0.841397;0.327434;910.392;STD_cloud1;1079;0.70337;0.391626;758.936;Npoints_cloud2;1082;210.732;60.8531;228012;Npoints_cloud1;1082;21.0018;13.5745;22724;Npoints cloud1 3D;1082;20.8383;12.6006;22547;Npoints cloud2 3D;1082;242.27;194.298;262136;STD cloud1 3D;1082;0.25708;0.161679;278.161;STD cloud2 3D;1082;0.15071;0.0884085;163.068;significant change 3D;1082;1;0;1082;distance uncertainty 3D;1082;0.464046;0.0868643;502.098;M3C2 distance 3D;1082;-0.771808;0.334917;-835.097;
Vertical_M3C2 - Cloud_CC#1720;23;3930.19;2879.35;464.476;M3C2 distance;23;-0.591902;0.449199;-13.6137;distance uncertainty;23;0.843605;0.172729;19.4029;significant change;23;0.26087;0.439109;6;STD_cloud2;23;0.847493;0.166693;19.4923;STD_cloud1;23;0.771518;0.227119;17.7449;Npoints_cloud2;23;44.4783;14.7733;1023;Npoints_cloud1;23;13.5652;3.83152;312;Npoints cloud1 3D;23;11.1739;3.81817;257;Npoints cloud2 3D;23;33.087;13.1046;761;STD cloud1 3D;23;0.302629;0.0679722;6.96046;STD cloud2 3D;23;0.111867;0.0274691;2.57293;significant change 3D;23;1;0;23;distance uncertainty 3D;23;0.524127;0.0561373;12.0549;M3C2 distance 3D;23;-0.684903;0.182653;-15.7528;
Vertical_M3C2 - Cloud_CC#1725;569;3811.56;3337.43;473.483;M3C2 distance;569;-0.962945;0.681178;-547.916;distance uncertainty;558;0.892456;0.169699;497.99;significant change;569;0.418278;0.493276;238;STD_cloud2;569;1.07671;0.228391;612.646;STD_cloud1;569;0.963158;0.278412;548.037;Npoints_cloud2;569;192.276;33.2198;109405;Npoints_cloud1;569;13.0527;3.72056;7427;Npoints cloud1 3D;569;11.2847;3.64021;6421;Npoints cloud2 3D;569;171.118;94.7612;97366;STD cloud1 3D;569;0.217672;0.12767;123.856;STD cloud2 3D;569;0.1635;0.0736717;93.0315;significant change 3D;569;1;0;569;distance uncertainty 3D;569;0.46643;0.0717419;265.399;M3C2 distance 3D;569;-0.728647;0.27712;-414.6;
Vertical_M3C2 - Cloud_CC#1727;114;2404.05;1062.74;466.973;M3C2 distance;91;-0.417222;0.727047;-37.9672;distance uncertainty;63;0.734911;0.259465;46.2994;significant change;114;0.27193;0.444954;31;STD_cloud2;114;1.05438;0.475411;120.2;STD_cloud1;91;0.539584;0.409161;49.1022;Npoints_cloud2;114;60.0614;20.1278;6847;Npoints_cloud1;114;9.67544;9.26462;1103;Npoints cloud1 3D;114;33.0702;39.7642;3770;Npoints cloud2 3D;114;142.07;131.432;16196;STD cloud1 3D;114;1.0428;1.34185;118.879;STD cloud2 3D;114;0.661321;0.737313;75.3906;significant change 3D;114;1;0;114;distance uncertainty 3D;114;0.679806;0.250568;77.4978;M3C2 distance 3D;114;-1.78241;2.10809;-203.194;
Vertical_M3C2 - Cloud_CC#1736;78;2469.27;1192.89;467.241;M3C2 distance;63;-0.827202;0.584344;-52.1137;distance uncertainty;52;0.616881;0.0831371;32.0778;significant change;78;0.435897;0.495874;34;STD_cloud2;78;0.77096;0.221896;60.1349;STD_cloud1;63;0.513752;0.283706;32.3664;Npoints_cloud2;78;76.3846;38.9715;5958;Npoints_cloud1;78;29.2821;32.6367;2284;Npoints cloud1 3D;78;46.2308;26.7347;3606;Npoints cloud2 3D;78;150.872;101.717;11768;STD cloud1 3D;78;0.195126;0.0726108;15.2198;STD cloud2 3D;78;0.249563;0.101115;19.4659;significant change 3D;78;1;0;78;distance uncertainty 3D;78;0.410084;0.0194773;31.9865;M3C2 distance 3D;78;-0.541619;0.111746;-42.2463;
Vertical_M3C2 - Cloud_CC#1737;20;3105.48;1199.05;464.204;M3C2 distance;20;-0.468051;0.109024;-9.36101;distance uncertainty;19;0.649731;0.046259;12.3449;significant change;20;0.05;0.217945;1;STD_cloud2;20;0.381404;0.051281;7.62809;STD_cloud1;20;0.44417;0.053242;8.8834;Npoints_cloud2;20;67.75;12.3688;1355;Npoints_cloud1;20;8.35;2.37224;167;Npoints cloud1 3D;20;8.95;3.29355;179;Npoints cloud2 3D;20;75.95;49.0617;1519;STD cloud1 3D;20;0.149905;0.0406722;2.9981;STD cloud2 3D;20;0.0802332;0.0216665;1.60466;significant change 3D;20;1;0;20;distance uncertainty 3D;20;0.437552;0.0311723;8.75104;M3C2 distance 3D;20;-0.528833;0.0741703;-10.5767;
Vertical_M3C2 - Cloud_CC#1743;188;1762.77;1395.45;469.55;M3C2 distance;186;-1.06116;0.743839;-197.377;distance uncertainty;155;0.879673;0.235379;136.349;significant change;188;0.484043;0.499745;91;STD_cloud2;188;0.985341;0.143125;185.244;STD_cloud1;186;0.811864;0.37875;151.007;Npoints_cloud2;188;141.574;48.5633;26616;Npoints_cloud1;188;10.2234;6.49575;1922;Npoints cloud1 3D;188;13.4734;9.271;2533;Npoints cloud2 3D;188;185.319;157.079;34840;STD cloud1 3D;188;0.404688;0.340471;76.0813;STD cloud2 3D;188;0.196093;0.0982056;36.8655;significant change 3D;188;1;0;188;distance uncertainty 3D;188;0.563208;0.17707;105.883;M3C2 distance 3D;188;-0.972215;0.399623;-182.776;
Vertical_M3C2 - Cloud_CC#1746;22;2220.9;1549.3;465.036;M3C2 distance;22;-1.19442;0.715679;-26.2772;distance uncertainty;19;1.02903;0.2454;19.5515;significant change;22;0.636364;0.481046;14;STD_cloud2;22;0.768702;0.239432;16.9115;STD_cloud1;22;0.817451;0.381867;17.9839;Npoints_cloud2;22;19.1364;9.97404;421;Npoints_cloud1;22;8.45455;3.58947;186;Npoints cloud1 3D;22;14.4091;9.75919;317;Npoints cloud2 3D;22;32.0455;32.81;705;STD cloud1 3D;22;0.600991;0.257946;13.2218;STD cloud2 3D;22;0.164411;0.0901184;3.61704;significant change 3D;22;1;0;22;distance uncertainty 3D;22;0.672295;0.111488;14.7905;M3C2 distance 3D;22;-1.03685;0.276602;-22.8106;
Vertical_M3C2 - Cloud_CC#1748;48;2733.87;1626.87;464.351;M3C2 distance;48;-0.555143;0.177575;-26.6469;distance uncertainty;43;0.546233;0.0642664;23.488;significant change;48;0.5;0.5;24;STD_cloud2;48;0.37403;0.0990254;17.9535;STD_cloud1;48;0.346517;0.136264;16.6328;Npoints_cloud2;48;40.375;12.1888;1938;Npoints_cloud1;48;15.625;7.93364;750;Npoints cloud1 3D;48;20.6458;13.442;991;Npoints cloud2 3D;48;54.6042;49.039;2621;STD cloud1 3D;48;0.229944;0.191197;11.0373;STD cloud2 3D;48;0.194732;0.158533;9.34714;significant change 3D;48;1;0;48;distance uncertainty 3D;48;0.446575;0.0419979;21.4356;M3C2 distance 3D;48;-0.586213;0.104282;-28.1382;
