1691,1674
1883,577
1951,500
1686,1547
1913,571
1143,1925
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2075,2761
2035,2941
1775,2980
2022,2676
2061,2591
2031,2693
1,1
1,1
1,1
1951,3017
1944,3021
1,1
2040,2719
1,1
1,1
1785,3179
1,1
1562,3248
1,1
1,1
1,1
1551,3282
1,1
1968,2543
1599,3226
1,1
1,1
2123,2859
2039,2536
2037,2712
1637,3182
1562,3248
1562,3248
1,1
1,1
2113,2628
2051,2562
1,1
1912,2516
1,1
1834,2956
1,1
1,1
1907,2500
1562,3248
2113,2628
2111,2666
2033,2697
1,1
1,1
1911,2506
1,1
1628,3113
1,1
1,1
1,1
1,1
1,1
1,1
1091,3334
1,1
1747,2973
1210,3283
932,3451
2123,2641
1866,2980
1195,3438
1,1
1969,2061
1881,2312
1252,3380
1252,3380
2155,2573
1,1
1,1
1,1
1826,2491
1195,3438
902,3245
832,3490
1252,3380
924,3464
2033,2697
1291,3415
869,3431
2020,1880
1,1
1,1
1,1
1866,2980
1872,2323
1,1
1562,3248
2148,2625
1,1
1915,2498
1,1
1,1
1812,2489
1,1
1,1
845,3418
845,3418
924,3464
924,3464
2151,1748
1,1
1787,2482
1562,3248
946,3410
1252,3380
2158,1708
2135,1910
1855,2498
1,1
861,3434
924,3464
924,3464
1907,2500
1852,2472
1715,2500
1,1
1252,3380
924,3464
924,3464
2155,2574
1,1
1,1
1252,3380
1252,3380
924,3464
924,3464
2152,1807
1,1
1,1
1,1
1702,2490
1,1
1601,3060
1371,3262
1307,3468
1252,3380
2174,2829
2087,1613
1852,1647
1939,2011
1,1
1562,3248
1252,3380
924,3464
924,3464
2155,2574
2185,1445
2155,2574
1,1
2143,1908
2027,2681
2056,2728
1,1
1,1
1805,3253
1748,2511
1220,3475
1210,3283
924,3464
924,3464
1,1
1,1
1710,2499
1252,3380
2229,1323
2181,2564
2163,1380
1,1
1,1
1,1
1591,3041
789,3476
745,3515
924,3464
2155,2574
2109,1731
1854,2483
1,1
1745,3176
1,1
1354,3465
822,3250
410,3614
415,3660
924,3464
924,3464
2109,1731
2265,2395
2109,1731
2109,1731
1,1
1562,3248
1562,3248
919,3710
924,3464
2155,2574
2109,1731
1772,2157
1,1
1289,3195
1252,3380
924,3464
924,3464
2109,1731
2099,2536
2103,1581
2070,1590
2109,1731
1937,2007
1,1
1874,2316
1,1
1580,2537
1,1
1275,3442
1105,3595
1252,3380
1252,3380
2109,1731
2155,2574
1,1
2155,2574
2109,1731
374,3551
924,3464
2109,1731
2281,1270
2155,2574
2211,1295
2184,2566
2183,1786
1,1
1830,2445
1,1
1763,2156
1596,2494
1562,3248
1346,3521
1252,3380
748,3479
924,3464
2314,1197
2279,1228
2109,1731
2094,1293
2109,1731
1,1
1,1
1772,3179
1591,3041
1130,3578
944,3389
2136,1181
2057,1593
2109,1731
1,1
1562,3248
1130,3578
924,3464
924,3464
2370,1170
2307,1249
2155,2574
2206,2807
2179,1239
1,1
1,1
2109,1731
1,1
1,1
1130,3578
1085,3467
927,3753
1252,3380
809,3437
793,3478
2155,2574
2155,2574
1,1
1130,3578
771,3465
924,3464
924,3464
924,3464
2155,2574
2154,2730
2103,1581
1781,2476
1763,2156
1,1
2109,1731
2109,1731
2109,1731
1406,2811
1065,3611
1252,3380
924,3464
924,3464
2304,1180
2155,1203
2140,1191
2109,1731
2109,1731
1,1
1562,3248
1562,3248
1130,3578
1354,3661
1085,3467
755,3454
744,3460
2155,2574
2331,1166
2164,1215
2109,1731
2026,1664
2109,1731
1580,2537
818,3249
94,3637
2155,2574
2155,2574
2056,1576
2064,1590
1816,2490
1,1
1780,2547
1781,2476
2109,1731
1562,3248
1577,2525
1325,2916
837,3203
2369,1157
2257,1224
1964,1664
1781,2476
1,1
1252,3380
872,3772
924,3464
2411,1110
2380,1139
2133,1467
2014,1648
1,1
1,1
2109,1731
1370,2770
875,3812
759,3317
924,3464
924,3464
2155,2574
2100,1121
1989,1562
1,1
1311,2908
790,3391
776,3325
2109,1731
2109,1731
1781,2476
752,3302
631,3456
924,3464
2155,2574
2155,2574
2154,2730
2272,1149
2109,1731
1909,1992
2109,1731
1617,2550
1,1
1325,2777
1252,3380
2155,2574
2109,1731
1731,2575
1763,2156
818,3191
448,3736
1,1
2154,2730
2155,2574
2109,1731
2062,1310
2109,1731
1,1
1382,2491
837,3203
2109,1731
2155,2574
2154,2730
2155,2574
2076,1336
1861,1963
1703,2113
825,3190
742,3453
924,3464
924,3464
240,3565
2324,1474
2155,2574
2077,1346
2109,1731
1992,1236
1896,1942
2109,1731
1781,2476
1595,2519
1580,2537
1347,2468
2155,2574
2155,2574
2394,1059
2316,1592
2155,2574
2230,1762
2109,1731
924,3464
2486,1106
2480,1062
1,1
2266,2398
2071,1091
1858,2054
1770,957
1763,2156
1351,3037
1311,2908
960,3822
760,3318
741,3303
584,3745
564,3475
2362,1401
2109,1731
2312,1623
2155,2574
2060,1345
2109,1731
1,1
1846,2057
1710,2120
1310,2805
1045,3292
869,3173
924,3464
2491,1076
2432,1002
2109,1731
2353,1434
2155,2574
837,3203
837,3203
924,3464
2488,1045
2155,2574
2109,1731
1848,1996
2109,1731
1558,2461
1354,2487
2155,2574
2109,1731
2426,963
2368,1343
2359,1407
2155,2574
2336,1460
2268,1155
2109,1731
2109,1731
2109,1731
1,1
1347,2468
959,3303
872,3168
2428,943
2155,2574
2155,2574
2076,1081
1946,934
2109,1731
1846,2057
1763,2156
1,1
837,3203
924,3464
2475,1046
2155,2574
2327,1166
2109,1731
2109,1731
2109,1731
1580,2537
1311,2908
1347,2468
2155,2574
2109,1731
2396,1268
2031,1535
1862,2087
2109,1731
1580,2537
329,3452
924,3464
2387,984
2155,2574
2220,1729
2023,1861
1,1
1695,2104
2109,1731
1308,2801
837,3203
2456,1183
2458,880
2230,1762
2229,1768
2161,1360
2031,1294
1764,2072
837,3203
837,3203
837,3203
95,3637
1960,1587
1839,1937
1826,1979
1770,2156
1395,2744
734,3350
585,3445
924,3464
924,3464
2155,2574
1703,2096
1,1
1680,2115
952,3267
823,3287
924,3464
924,3464
2557,1025
2504,1117
2458,1180
2054,1377
2091,1619
1982,1558
2109,1731
1608,2479
1502,2522
1347,2468
2070,1116
2031,1357
1976,1550
1918,1637
1756,958
1763,2156
1347,2468
700,3316
2556,997
2556,997
2433,1293
2229,1768
859,3182
1252,3380
2556,997
2556,997
2419,1187
2220,1729
2109,1731
1843,885
1228,2251
924,3464
276,3768
924,3464
1,1
2101,1122
1996,893
1673,2086
1311,2908
871,3773
331,3770
2575,1007
1,1
1998,881
1948,875
1877,881
1672,2091
1347,2468
819,3249
2596,994
2236,1084
2070,1116
2109,1731
1855,2056
2109,1731
1365,2702
1347,2468
1347,2468
906,3150
837,3203
2668,862
2272,1921
1992,1241
837,3203
871,3773
924,3464
2498,1129
2497,951
2456,1272
1986,865
1939,1544
1878,1736
2109,1731
1393,2425
1347,2468
924,3464
2700,829
2556,997
2704,811
2419,1187
2327,1166
1696,2134
1347,2468
837,3203
837,3203
2711,850
2498,1129
2498,1129
2419,1187
2344,970
2109,1731
1990,1512
1811,1955
837,3203
2155,2574
2109,1731
2109,1731
1635,2327
1347,2468
1072,3270
837,3203
2713,905
2419,1187
2486,808
2016,1359
1765,2001
1378,2484
1347,2468
1178,2208
911,3112
1252,3380
371,3551
98,3637
2700,829
2700,829
2419,1187
1,1
2155,2574
2341,956
1795,881
1511,2412
837,3203
889,3832
809,3953
2109,1731
2109,1731
1696,2133
837,3203
2713,905
2419,1187
1,1
2449,801
1857,1748
1347,2468
1325,2777
475,3398
371,3551
2486,808
2431,828
2315,876
1920,862
1753,2000
1682,2067
1347,2468
1347,2468
809,3948
889,3832
2700,829
1985,1308
1675,2085
1308,2801
1347,2468
732,3191
2713,905
2764,706
2756,703
2109,1731
2025,1399
1981,1456
1652,2108
1608,2479
1511,2413
1347,2468
1347,2468
913,3040
456,3411
924,3464
355,3786
2419,1187
2453,754
2353,879
2296,1190
1961,1519
1796,1930
1855,2056
2700,829
1842,1759
2109,1731
2700,829
2490,718
1876,1620
1347,2468
1308,2801
1325,2777
924,3464
2697,834
1951,792
1810,858
1753,2000
1862,2087
1,1
1585,2329
1148,1930
1143,1925
1347,2468
837,3203
1,1
2019,1421
1931,1531
1511,2413
1494,2395
1308,2801
1325,2777
837,3203
2121,984
1325,2777
900,2986
837,3203
837,3203
837,3203
2743,743
2109,1731
1671,2087
1347,2468
889,3832
2567,861
2559,749
2109,1731
1347,2468
1143,1925
2792,668
1,1
1,1
2458,730
1584,2338
1143,1925
1066,3046
1325,2777
2303,1676
1983,1460
2109,1731
1822,1735
1628,2111
1325,2777
1032,3025
201,3460
2109,1731
1863,1604
2109,1731
1325,2777
2732,678
1,1
2303,1676
1843,1646
1825,1722
1786,1861
2109,1731
1633,2134
1347,2468
1580,2537
1075,1852
1073,2978
1325,2777
837,3203
239,3438
2586,784
1,1
2327,1166
1982,1446
1970,1366
1347,2468
1143,1925
1325,2777
837,3203
902,2922
890,2903
837,3203
837,3203
2615,1518
2244,933
1909,1541
1842,1676
1,1
1347,2468
1355,2485
1073,1849
1325,2777
1076,3084
245,3438
2743,743
2538,710
1580,2537
1347,2468
1325,2777
2616,771
2552,684
1,1
1347,2468
1347,2468
1347,2468
1325,2777
1032,3016
837,3203
837,3203
2445,714
2375,582
1961,1519
2109,1731
2109,1731
2109,1731
1809,1710
1782,1867
2109,1731
1764,2001
1671,2087
1608,2479
1347,2468
1347,2468
1143,1925
1325,2777
2363,757
2031,1365
1981,1455
1920,862
2109,1731
1,1
1072,1840
1062,2985
837,3203
216,3435
2873,411
2817,727
2027,577
1891,1569
1347,2468
1325,2777
1325,2777
837,3203
234,3569
2626,732
1,1
1764,1964
1,1
1608,2479
1608,2479
1325,2777
1073,3013
474,3350
2528,632
1841,1559
1817,1735
1143,1925
1325,2777
1347,2468
837,3203
2700,829
1920,862
1884,1546
1791,1740
1782,1867
837,3203
1981,1455
1,1
1608,2479
1347,2468
1143,1925
1325,2777
1607,2129
436,3344
2572,671
2245,909
1970,1380
2109,1731
2109,1731
1347,2468
2353,653
1961,1519
1818,1634
1599,2083
1347,2468
1325,2777
837,3203
837,3203
924,3464
211,3423
2803,545
2803,545
2774,490
2755,500
1857,880
2109,1731
2109,1731
1143,1925
837,3203
2792,668
2062,781
1671,2087
892,2905
2817,447
2774,566
2109,1731
2109,1731
1832,1646
2792,429
2049,734
1970,1380
2460,643
2233,883
2068,757
1325,2777
2751,334
1700,1518
1768,1682
1143,1925
1325,2777
2233,881
1833,1515
1671,2087
1143,1925
1753,843
1,1
2109,1731
2479,627
1914,707
1768,1246
1762,1206
2109,1731
1325,2777
2823,325
2709,467
2501,580
2130,842
1945,667
2219,769
1767,1222
1756,1210
2109,1731
1671,2087
1325,2777
2602,578
2109,1731
2599,548
2599,474
2586,472
2586,472
2128,859
1956,1345
1,1
1143,1925
2611,599
322,3339
2609,602
1774,1675
1671,2087
1143,1925
1143,1925
1,1
1,1
2576,449
2532,446
2532,446
1143,1925
1143,1925
