1,1
2126,877
1849,1517
1,1
2590,526
1961,1519
1871,1467
1854,1385
1857,880
1,1
1671,2087
1,1
1,1
2532,446
1,1
2689,389
2532,446
1770,1675
2552,497
1725,1686
1,1
1,1
2532,446
1,1
2109,1731
2109,1731
2109,1731
2551,492
1767,1222
1700,1759
1671,2087
2109,1731
2532,446
2509,636
2532,446
2356,551
1688,1733
2574,450
2031,619
1734,1344
2109,1731
1981,601
2555,660
2532,446
2045,598
1987,564
2479,561
2532,446
1649,1289
2532,446
1911,617
2532,446
2532,446
1849,666
2532,446
2532,446
1851,638
2109,1731
2073,623
1,1
2349,547
1859,623
2532,446
1143,1925
2532,446
1,1
2109,1731
2532,446
2532,446
2109,1731
2313,581
1648,1308
2532,446
1929,632
1862,619
1143,1925
1143,1925
1706,1698
2532,446
1648,1311
1914,569
1143,1925
2532,446
1673,1347
1143,1925
1987,528
2532,446
2109,1731
1143,1925
2109,1731
2020,509
1143,1925
2532,446
1,1
1686,1524
1788,1619
1143,1925
1883,577
